ID	TEXT	INTENT	INTENT_ID
269	what airlines flies out of atlanta	atis_airline	3
1501	find travel arrangements for a round trip flight from boston to pittsburgh arriving after 8 pm	atis_flight	9
1834	Please give me a ticket from Pittsburgh to Philadelphia and back.	atis_airfare	2
930	show me the flights from boston to atlanta	atis_flight	9
4441	What ground transportation is available in Denver?	atis_ground_service	13
2330	what is the least expensive airfare between boston and baltimore	atis_airfare	2
2005	What Airlines Fly from Boston to Atlanta	atis_airline	3
725	show me all flights from boston to denver which arrive in denver wednesday before 6	atis_flight	9
163	can you list flights from boston to washington with the lowest one way fares that leave on saturday	atis_flight	9
2212	how much does it cost to fly from atlanta to san francisco	atis_airfare	2
121	i want to take a flight from washington dc stop in denver and to my final destination san francisco	atis_flight	9
2232	What is Tariff Code f	atis_abbreviation	0
1491	looking for flights to Toronto to travel	atis_flight	9
1734	and what are the flights from Nashville to Tacoma on the eighteenth	atis_flight	9
4012	does midwest express serve indianapolis	atis_flight	9
2671	How long does it take to get to Boston from the airport?	atis_ground_service	13
2245	in a flying oak tree meal on Philadelphia Saturday	atis_flight	9
2496	list of aircraft types that fly between boston and san francisco	atis_aircraft	1
2238	please give me the flight times i would like to fly from boston to baltimore in the morning before 8	atis_flight_time	11
2505	Show me flights from Boston to Denver arriving Wednesday morning	atis_flight	9
2659	what flights go from boston to atlanta next tuesday	atis_flight	9
624	what is the fare going from atlanta to boston one way on november seventh	atis_airfare	2
1920	i'd like an early morning weekday flight from san diego to phoenix	atis_flight	9
2175	i want to go from denver to atlanta round trip and make a stop at pittsburgh may i have the cheapest fare	atis_flight	9
2977	Please list morning flights from Kansas City to Atlanta	atis_flight	9
3721	what does the abbreviation ua mean	atis_abbreviation	0
3931	show me all flights from baltimore to san francisco	atis_flight	9
2242	what flights are there from nashville to houston tomorrow evening that serve dinner	atis_flight	9
1600	american flights to houston from cincinnati	atis_flight	9
1463	delta flights to dallas please	atis_flight	9
1089	on tuesday i'd like to fly from detroit to st. petersburg	atis_flight	9
4218	what is the earliest flight from philadelphia to dallas first class	atis_flight	9
1199	I would love to fly from Columbus to Nashville tomorrow morning	atis_flight	9
1471	list all flights from boston to atlanta on wednesday after 6 pm on wednesday	atis_flight	9
1374	Show me all the flights that are arriving in Baltimore in the evening	atis_flight	9
1727	show all flights on united airlines from san francisco to denver to washington dc	atis_flight	9
1241	there is transport from atlanta airport to the center of atlanta	atis_ground_service	13
3904	i need flight information on thursday leaving pittsburgh and arriving in baltimore in the morning	atis_flight	9
4266	i would like to find a flight from kansas city to salt lake city on delta and arriving at about 8 o'clock in the evening could you please tell me the aircraft and the flight number thank you	atis_flight	9
3553	show the flights from milwaukee to orlando on a thursday morning	atis_flight	9
1281	what are flights from boston to st. petersburg	atis_flight	9
4146	i'd like a flight from Detroit to st. peecburg for tourism	atis_flight	9
4249	what flights are available from Memphis to Las Vegas	atis_flight	9
1453	which cities are serviced by both american and delta airlines	atis_city	7
3247	Is there a flight from Charlie de Gaulle to Minneapolis at around 3 p.m.?	atis_flight	9
218	i'd like to book an flight on american airlines from boston to san francisco with one stop in pittsburgh	atis_flight	9
550	i would like information on flights from oakland california to dallas leaving on sunday morning	atis_flight	9
3801	please show me flights from dallas fort worth to atlanta on monday	atis_flight	9
1341	Hello i would like to plan a flight on Fancian airlines from Boston to Denver	atis_flight	9
1343	Demonstration first class flights on American Airlines flights between Dallas and Philadelphia	atis_flight	9
3821	which are the flights from denver to baltimore or washington dc	atis_flight	9
2540	show me the one way flights from detroit to westchester county	atis_flight	9
2965	show me the flights from washington to boston	atis_flight	9
3427	whether you can rent a car at Denver International Airport	atis_ground_service	13
3253	what is the first flight after 12 noon from washington for denver	atis_flight	9
1538	do you have one to denver from philadelphia	atis_flight	9
1124	i want to leave Chicago next tuesday and arrive in Detroit around 6 pm	atis_flight	9
1594	show me the list of us air flights between boston and dc	atis_flight	9
3331	which flights will be tomorrow from Tacoma to Boston	atis_flight	9
3985	show me fares from seattle to minneapolis	atis_airfare	2
2091	okay what i'd like to do on this one is go from Washington to atlanta i want a non stop and i'd like to leave around 5 pm	atis_flight	9
346	flight from philadelphia to dallas arriving before 4 pm on saturday	atis_flight	9
129	list all flights that arrive at the international airport	atis_flight	9
4340	what is the cheapest one way fare from any city to another	atis_airfare	2
902	show me all flights from san diego to phoenix on a boeing 737	atis_flight	9
3173	show me the flights on continental from indianapolis to san diego in the afternoon tomorrow	atis_flight	9
4041	What is the first flight arriving in Montreal from Toronto on Friday?	atis_flight	9
3042	That's the earliest morning flight departing Boston for Baltimore	atis_flight	9
2314	shows me flights from Tampa to St. Louis that depart before 10 a.m.	atis_flight	9
1672	how many stops on continental 1765 from boston to san francisco	atis_quantity	15
2483	list all flights from boston to san francisco with the maximum number of stops	atis_flight	9
4166	i ask for information about flights from baltimore to atlanta on thursday before 6 pm arrival in atlanta	atis_flight	9
2549	What is the cheapest outbound flight from Denver to Pittsburgh?	atis_flight	9
4023	I need a flight from Denver to Pittsburgh on July 7, starting in the afternoon	atis_flight	9
997	list all afternoon flights of the combined airline from Francisco to Denver	atis_flight	9
2776	what is the ground transportation from philadelphia airport to the city proper	atis_ground_service	13
2978	Show me flights from Pittsburgh to Baltimore arriving in Baltimore on the young	atis_flight	9
3318	list all round trip flights from orlando to kansas city	atis_flight	9
3413	could you show me all flights from montreal to charlotte	atis_flight	9
2424	Which flight departs first class from Denver to Baltimore on a combined airline arriving on May 7	atis_flight	9
949	show me one way flights from milwaukee to orlando wednesday	atis_flight	9
1832	cheap flights from Tacoma to Orlando	atis_airfare	2
345	what is the latest flight leaving newark for los angeles wednesday	atis_flight	9
4076	what flights from new york to los angeles after 10 am	atis_flight	9
4147	what are the flights from boston to baltimore	atis_flight	9
1980	what united airlines first class airfare flights are available from denver to baltimore on july three	atis_airfare	2
2068	show me all the first-class prices from Dallas to Baltimore	atis_airfare	2
1290	Okay, I want a flight from Boston to San Francisco that leaves before 8 a.m.	atis_flight	9
3580	show me flights on september twenty sixth please	atis_flight	9
1417	List the Sunday afternoon flights from Duckland to Dallas	atis_flight	9
3368	that is mco	atis_abbreviation	0
598	list flights from philadelphia to dallas that stop in atlanta	atis_flight	9
2063	What is the last flight from San Francisco to Boston?	atis_flight	9
1994	m interested in the cheapest rate from Washington to Fort Worth	atis_airfare	2
3474	what about a flight from boston to san francisco stopping in denver	atis_flight	9
1197	first flight from boston to san francisco	atis_flight	9
3963	show me all the delta flights leaving or arriving at pittsburgh between 12 and 4 in the afternoon	atis_flight	9
2249	show me flights to san francisco from philadelphia stopping in dallas	atis_flight	9
732	I need a United flight from Denver to Baltimore on Saturdays	atis_flight	9
2089	show me the flights from boston to san francisco on united airlines	atis_flight	9
382	all flights and fares from denver to pittsburgh on us air number 1039 on a thursday	atis_flight	9
3261	do any of the continental flights from boston to san francisco stop in denver	atis_flight	9
4381	Show flights from Denver to San Francisco	atis_flight	9
3030	show me the aircraft that canadian airlines uses	atis_aircraft	1
4289	which flights from boston to atlanta	atis_flight	9
779	Find flights departing from Philadelphia and arriving in Dallas by noon	atis_flight	9
454	show me the flights from Boston to Pittsburgh departing on Wednesday and Thursday	atis_flight	9
723	see me all flights to Dallas from San Francisco Atlanta and Pittsburgh	atis_flight	9
4150	what is the earliest flight from atlanta to boston	atis_flight	9
442	What flights are available from Pittsburgh to Dallas on Monday morning	atis_flight	9
3820	what's the latest flight from houston to dallas	atis_flight	9
3624	Okay, I would like to know what type of aircraft is being used on a flight from Cleveland to Dallas.	atis_aircraft	1
2461	shows me the non-stop flights from Nashville to St. Louis	atis_flight	9
2966	which flights from baltimore to san francisco arrive in san francisco before 8 p.m.	atis_flight	9
3780	i'm looking for ground transport in dallas	atis_ground_service	13
788	Show me the flights from baltimore to Philadelphia	atis_flight	9
219	What are the ticket prices for flights from Newark to the English Channel after 3 p.m.	atis_airfare	2
2956	Is there an airline offering a flight from Philadelphia to San Francisco with stopovers in Dallas?	atis_airline	3
3874	show me the nonstop flights from dallas to houston	atis_flight	9
2850	Ground transportation washington	atis_ground_service	13
1636	American flights to Houston from cincinnati	atis_flight	9
355	please list all Northeast and United Airlines flights to Denver	atis_flight	9
3802	How much is the 718th flight from Las Vegas to New York worth?	atis_airfare	2
2750	morning flight from Oak to Dallas	atis_flight	9
1806	all round-trip flights at the new business class fare from York to Miami	atis_flight	9
2448	what flight do you have from pittsburgh to san francisco on the morning of august twenty seventh	atis_flight	9
1583	nonstop flights seattle to kansas city	atis_flight	9
3108	what's the schedule of flights from atlanta to boston on august first	atis_flight_time	11
2871	Please list flights from Atlanta to Philadelphia	atis_flight	9
3408	Pittsburgh at No.	atis_flight	9
1858	Repeat departure from Denver to Francisco before 10 a.m., what type of aircraft is used	atis_aircraft	1
3965	What is the cheapest round trip ticket on the continent 1291 round trip denver san francisco	atis_airfare	2
921	how far is it from salt lake city airport to salt lake city	atis_distance	8
3077	What is the cost of a round trip between Dallas and Baltimore?	atis_airfare	2
2862	i need a listing of flights from Kansas City Missouri to sale lake city utah	atis_flight	9
1681	show me every two flights from Indianapolis to Houston that arrive around 11 a.m.	atis_flight	9
2502	i'm traveling from boston to atlanta and i'd like to go sometime after 5 pm but i want to know what kind of airplane it's on	atis_aircraft	1
2863	i want a flight from milwaukee to orlando one way leaving after 5 pm on wednesday	atis_flight	9
3291	i need cheap flights from baltimore to san francisco	atis_flight	9
4188	i want to go from boston to oakland	atis_flight	9
3215	what are flights between boston and pittsburgh on august tenth	atis_flight	9
1594	Which airlines have connections between Pittsburgh and Baltimore	atis_airline	3
2875	What are the airlines' joint flights between Baltimore and Denver on August 12?	atis_flight	9
337	I need a flight today from Los angeles to charlotte	atis_flight	9
2028	I need the land transport by sea	atis_ground_service	13
1980	Please list all common flights between Pittsburgh and Baltimore.	atis_flight	9
269	what's the cheapest flight from Atlanta to Denver on Oct.	atis_flight	9
423	Round Trip from New York to San José	atis_airfare	2
3265	All flights to Baltimore after 12 o'clock	atis_flight	9
920	what is the earliest flight from boston to atlanta	atis_flight	9
1674	list all flights from boston to san francisco on united airlines	atis_flight	9
189	What flights are there between Denver and San Francisco after 3 p.m.?	atis_flight	9
1386	flight information on january twenty third from denver to san francisco	atis_flight	9
2924	How much does a return first class fare from Boston to San Francisco cost?	atis_airfare	2
1591	can I ask a listing of flights on Monday from Minneapolis to Long Beach California	atis_flight	9
52	in December, there are flights from Atlanta to Denver that stop in Boston	atis_flight	9
2243	Roundtrip flights between new york and miami	atis_flight	9
373	show me delta flights from san francisco to boston	atis_flight	9
2949	please show me all fares for flights from denver to oakland	atis_airfare	2
2160	I would like to know what flights are available from Pittsburgh to San Francisco on Thursday after 9 p.m.	atis_flight	9
2541	From Sohi to Denver	atis_flight	9
3900	Show me the flights from atlanta to bwi	atis_flight	9
2915	give me flights from San Francisco to Boston on Thursday afternoon	atis_flight	9
626	please show me airlines with flights from denver to boston stop philadelphia	atis_airline	3
716	list all flights from orlando to kansas city then to minneapolis	atis_flight	9
39	i want a flight originating in denver going to pittsburgh and atlanta in either order	atis_flight	9
2163	sfo to denver on monday november eleventh 1991	atis_flight	9
4137	flights from washington august second	atis_flight	9
3093	flights from New York to Montréal	atis_flight	9
3914	I need to fly from Boston to Denver, and then to Frankfurt and back	atis_flight	9
2646	i need a return flight from chicago to kansas city leaving chicago around 7 in the evening next thursday	atis_flight	9
1171	Once I'm in Dallas, what kind of ground traffic is there?	atis_ground_service	13
2132	whether there is a flight departing from Frankfurt and arriving in Auckland on the evening of November 7	atis_flight	9
3626	First flights from Pittsburgh to Atlanta scheduled for Thursday	atis_flight	9
716	i will need a car at new York	atis_ground_service	13
2363	show me fares from baltimore to philadelphia	atis_airfare	2
3135	show me the available flights from san francisco to boston on november twenty fourth	atis_flight	9
3678	weekday flights from San Francisco to Denver	atis_flight	9
2687	list the flights from Dallas to Baltimore	atis_flight	9
756	list the flights and departure times for flights leaving dallas fort worth for boston after 6 pm	atis_flight	9
3489	what is the least expensive one way ticket from atlanta to denver leaving on october twelfth	atis_airfare	2
64	what is the first class fare from baltimore to dallas	atis_airfare	2
1287	what are the cost of morning flights from atlanta to baltimore	atis_airfare	2
1541	show me flights from new york to miami	atis_flight	9
1685	show me the fares for a first class ticket from baltimore to dallas	atis_airfare	2
3758	Show me all the flights from Phoenix to Milwaukee on Monday	atis_flight	9
3637	round trip first class fares new york to miami	atis_airfare	2
1718	What flights are currently available between Boston and Dallas Fort	atis_flight	9
2102	what ground transportation is available at denver airport	atis_ground_service	13
2596	what type of aircraft leaves from boston to washington dc before 9 am	atis_aircraft	1
3844	show me the one way flights from atlanta to pittsburgh	atis_flight	9
3114	show me the us air flights from atlanta to boston	atis_flight	9
2641	Give me all the flights from New York to Miami round trip for less than $466	atis_flight	9
2473	show me all the flights from toronto on nationair	atis_flight	9
684	which flights depart from charlotte north carolina and land in phoenix arizona on monday before 4pm	atis_flight	9
899	Please list the morning flights from St. Louis to St. Ile	atis_flight	9
3956	Show me the flights from Los Angeles to Pittsburgh that will arrive in Pittsburgh on Monday	atis_flight	9
3040	what limitation ap 55 is	atis_abbreviation	0
4368	Show me the cost of flying from Atlanta to Washington	atis_airfare	2
3926	what are the evening flights from Atlanta to Baltimore?	atis_flight	9
3843	show me flights from baltimore to philadelphia	atis_flight	9
4343	show me fares from Miami to new york	atis_airfare	2
1765	i would like to travel from boston to denver	atis_flight	9
748	i need a flight from Indianto Houston on twa	atis_flight	9
2529	show me the flights from boston to san francisco that stop in dallas	atis_flight	9
1020	show me the latest flight from Las Vegas to Denver	atis_flight	9
3272	what are the flights from orlando to cleveland on us air that arrive around 10 pm	atis_flight	9
2926	give me the flights from memphis tennessee to charlotte north carolina	atis_flight	9
3550	What kind of ground transportation is available in Vegas?	atis_ground_service	13
2566	which is the earliest United Airlines flight from Denver to Baltimore arriving on July 4	atis_flight	9
220	What's the cheapest first-class fare from Cleveland to Miami on our February 24 broadcast	atis_airfare	2
3212	list daily flights from boston to oakland using twa	atis_flight	9
2475	i need a flight leaving Pittsburgh next monday arriving in fort worth before 10am	atis_flight	9
493	flights from indianapolis to seattle	atis_flight	9
712	list all the flights that fly into general mitchell international	atis_flight	9
1575	list evening flights tomorrow from Phoenix to Detroit	atis_flight	9
184	show me the flights from miami to denver	atis_flight	9
2888	Which flights leave Philadelphia for Dallas and fly with American carriers before noon	atis_flight	9
2301	flights from boston to pittsburgh	atis_flight	9
2133	flight from Washington to the salt lakes city	atis_flight	9
3918	Return fares from Baltimore to Philadelphia below $1,000	atis_airfare	2
3672	the earliest flight from boston to atlanta	atis_flight	9
1156	I want a roundtrip flight from New York to San Jose	atis_airfare	2
2080	I want to fly from Boston to Dallas	atis_flight	9
862	on july eight i'd like a flight from Newark to orlando in the morning	atis_flight	9
3282	show me flights from milwaukee to orlando on thursday morning	atis_flight	9
3461	show me the flights to twa atlanta in the morning	atis_flight	9
1337	us air flights departing from charlotte around 1 pm	atis_flight	9
226	please tell me how many nonstop flights there are from boston to atlanta	atis_quantity	15
3220	show me all flights from San Francisco to Washington DC	atis_flight	9
2527	show all flights from pittsburgh to san francisco	atis_flight	9
3105	What does restriction mean?	atis_abbreviation	0
3619	United Airlines has flights from Dallas to France	atis_flight	9
441	Is there a flight from Pittsburgh to Baltimore that arrives between 6 and 7 p.m.	atis_flight	9
3378	Show Me All-Night Fares Between Philadelphia and San Francisco	atis_airfare	2
4404	which united flights from boston to san francisco make connections	atis_flight	9
1305	what are the afternoon flights leaving from dallas to san francisco on american airlines	atis_flight	9
980	What is the cost of a ticket from Denver to Boston on July 25, 1991?	atis_airfare	2
2520	What does the y rate code mean?	atis_abbreviation	0
201	i'm trying to fly from denver to boston and i want a flight that serves a meal	atis_flight	9
1941	list nonstop flights from baltimore washington airport to oakland that depart in the afternoon	atis_flight	9
1766	Fly from Boston to Pittsburgh	atis_flight	9
293	which flights from Tacoma to Hojos on the nineteenth	atis_flight	9
270	What is the h tariff code?	atis_abbreviation	0
2750	i would like to know the flights that are available leaving out of pittsburgh to san francisco on thursday night after 9 pm	atis_flight	9
614	Show me flights from San Francisco to Boston early Friday morning	atis_flight	9
2968	show all monday flights from san francisco to pittsburgh	atis_flight	9
3588	show me the list of flights from Philadelphia to Denver departing in the afternoon	atis_flight	9
4180	make one of the continental flights from boston to san francisco with a stop in denver	atis_flight	9
1870	list the flights on wednesday from denver to washington arriving in washington between 1115 am and 1245 pm	atis_flight	9
3290	OK i'm looking for a flight from tampa to st. louis leaving before 10 am any day.	atis_flight	9
459	american flights from san francisco please	atis_flight	9
3417	see me flights from Dallas to Baltimore	atis_flight	9
647	i would like an afternoon flight from Denver Colorado to Dallas Texas	atis_flight	9
3763	Are there flights between Pittsburgh and Baltimore with a j31 airplane?	atis_flight	9
471	Which American Airlines flights from Boston to Dallas	atis_flight	9
2799	please list information regarding san francisco airport	atis_airport	4
339	dallas to san francisco leaving after 4 in the afternoon please	atis_flight	9
2738	show me flights from denver to philadelphia	atis_flight	9
3039	show me a list of flights from Denver to Baltimore for the third of August	atis_flight	9
2470	now i want to see return flights from miami to new york	atis_flight	9
4297	flights from baltimore denver and pittsburgh to philadelphia where the round trip fare for each is less than 1000 dollars	atis_flight	9
4001	i am interested in booking an early flight from dallas into houston and returning in the late evening	atis_flight	9
3127	Please give me flights from Denver to Pittsburgh that depart on the morning of July 2	atis_flight	9
3736	the cheapest flights from atlanta to philadelphia that arrive after 12 pm on a tuesday	atis_flight	9
1889	show me flights from new york to miami	atis_flight	9
3288	show me all the flights from columbus to baltimore	atis_flight	9
1630	I'd like to fly from Denver to Pittsburgh on a luxury flight	atis_flight	9
1565	i need a flight from Denver to washington dc on wednesday	atis_flight	9
2161	what is the cheapest flight from boston to atlanta	atis_flight	9
727	on usa air how many flights will depart nonstop from oakland to Boston on the twenty-seventh of July	atis_flight	9
1756	Delta Flights From San Francisco	atis_flight	9
2423	there is a flight in the late afternoon from Washington to Denver	atis_flight	9
4210	does any airline have an afternoon flight from boston to oakland	atis_airline	3
3227	show me continental flights from chicago to seattle on saturday morning	atis_flight	9
641	i would like to find out the ground travel available in atlanta	atis_ground_service	13
1223	show me all flights on us airlines from boston to oakland california which leave after 11 o'clock am	atis_flight	9
448	what flights do you have from baltimore to san francisco	atis_flight	9
2100	list all flights on continental leaving denver and arriving at chicago on monday before noon	atis_flight	9
144	Round-trip fare from Baltimore to Philadelphia under $1,000	atis_airfare	2
1218	I would like to know about flights from Dallas to Atlanta arriving in Atlanta on Tuesday morning	atis_flight	9
2921	Request for flight information from Boston to Denver on Wednesday	atis_flight	9
748	i need a flight from indianto Houston on two	atis_flight	9
338	I want a flight from Philadelphia to Dallas, arriving in Dallas at 12 noon	atis_flight	9
3115	Maybe I have a list of flights from Milwaukee to Tacoma Washington departing in the evening.	atis_flight	9
429	How many US airline flights leave Denver in tenth place	atis_quantity	15
3325	i want to travel from kansas city to st. paul and be there by dinnertime	atis_flight	9
47	Flights from Denver to Chicago on Sunday on the Continent	atis_flight	9
2269	list all round-trip flights between India and Orlando for December 27th	atis_flight	9
4340	I wish we could fly from Toronto to New York with a stop in Denver please	atis_flight	9
835	What are the bus fares for flights from Charlotte to Newark on Tuesday evening?	atis_airfare	2
4417	Flights from Baltimore Denver and Pittsburgh to Philadelphia, where the return fare is less than $1000 each	atis_flight	9
663	flights and fares from denver to oakland	atis_flight	9
992	Please give me a list of all flights between Dallas and Baltimore and their costs	atis_flight	9
2470	I want to know the time of the last flight that I can take from Washington to Paris where I can get lunch	atis_flight_time	11
3671	do you have a united flight from dallas to san francisco	atis_flight	9
1328	which flights on United Airlines and Northeast pass through Denver	atis_flight	9
1496	i'm looking for a flight that goes from ontario to westchester and stops in chicago	atis_flight	9
987	now list for me only the united flights that flight from oakland to boston	atis_flight	9
1736	What is the capacity of the f28?	atis_capacity	5
579	all flights from newark to cleveland	atis_flight	9
4098	i need a flight from boston to san francisco leaving in the afternoon and arriving in the evening thank you	atis_flight	9
3066	what is the lowest cost of round-trip travel from bwi to any city?	atis_airfare	2
219	What are the prices for flights from Newark to the English Channel after 3 p.m.	atis_airfare	2
3971	for each airline flying between boston and san francisco what is the earliest flight	atis_flight	9
1518	Are there any flights from Denver to Baltimore via Dallas?	atis_flight	9
9	Please list Sunday flights from Dallas to Houston on US airlines	atis_flight	9
3352	First, I want to fly from Philadelphia to Dallas and from Dallas to San Francisco	atis_flight	9
4389	show me flights from milwaukee to orlando on wednesday night	atis_flight	9
2652	which type of plane is used on a flight from Atlanta to Philadelphia before noon	atis_aircraft	1
1973	show me round trip fares from new york to miami	atis_airfare	2
2326	which airlines fly from bwi to dallas fort worth	atis_airline	3
1376	all flights to and from Baltimore after 6 p.m.	atis_flight	9
2139	tell me about the ground traffic at the airport st. petersburg	atis_ground_service	13
685	What are the prices of the flights from Dallas to Baltimore?	atis_airfare	2
3876	What is the lowest return fare from Dallas to Baltimore?	atis_airfare	2
1558	please provide flight schedules from Pittsburgh to Philadelphia	atis_flight	9
3759	please list all tuesday flights dallas atlanta	atis_flight	9
1095	what does the abbreviation dl mean	atis_abbreviation	0
780	i want to travel from pittsburgh to oakland around midnight could you give me the flights	atis_flight	9
779	please list all united flights between pittsburgh and baltimore	atis_flight	9
2714	hello i would like to plan a flight on american airlines from boston to denver	atis_flight	9
394	Show me flights from Denver to Washington on Thursday	atis_flight	9
316	The lowest fare from Francisco to Orlando	atis_airfare	2
31	please list the flights between Denver and Boston	atis_flight	9
3085	show me the cheapest fares from miami to new york leaving on a sunday	atis_airfare	2
3522	Tuesday morning flights between Baltimore and Newark	atis_flight	9
3098	find me the flights that are nonstop between boston and dallas that leave between 12 and 2 in the afternoon	atis_flight	9
3165	What is the one-way fare from Frankfurt to Dublin on November 7?	atis_airfare	2
2243	on may four atlanta to denver delta flight 257	atis_flight	9
2409	give me the flights from indianapolis to orlando on december twenty seventh and twenty eighth	atis_flight	9
242	i want a flight from Philadelphia to Dallas that at least one stop	atis_flight	9
367	I need flight information from Boston to Denver	atis_flight	9
2746	Please list all incoming and outgoing flights from Mitchell International.	atis_flight	9
1458	Can you list all flights from Toronto to San Diego?	atis_flight	9
3643	what transportation is available from the dallas airport to downtown	atis_ground_service	13
1280	all flights from sfo to the long beach	atis_flight	9
2862	I need a list of flights from kansas city missouri to salzsee city utah	atis_flight	9
1708	i would like a list of bound trip florida between Indians and Orlando florida for the 27th and 27th of the 28th of December	atis_flight	9
260	they have a flight from boston to washington at 645	atis_flight	9
91	i need a flight from san francisco to boston, which leaves after 10 p.m.	atis_flight	9
3087	what are the flights from boston to san francisco	atis_flight	9
2124	Sunday Flights from New York to Las Vegas	atis_flight	9
2123	Round-trip fares from Baltimore to Philadelphia below $1,000	atis_airfare	2
3291	I need a cheap flight from Baltimore to Francisco	atis_flight	9
1131	show me flights from Pittsburgh to Baltimore	atis_flight	9
3253	show me all the flights from Denver to France	atis_flight	9
1137	show me the airlines between boston and denver	atis_airline	3
1118	What does tariff code qo mean?	atis_abbreviation	0
567	show me all flights from Atlanta to Denver departing after 5pm the day after tomorrow	atis_flight	9
2971	which flights run from Philadelphia to Dallas with stops in Atlanta	atis_flight	9
4235	Flights from Pittsburgh to San Francisco resumed Monday	atis_flight	9
790	what is the latest afternoon flight departing san francisco and arriving in boston on november ninth	atis_flight	9
2792	Last flight to Atlanta from Baltimore	atis_flight	9
876	I need a flight from Philadelphia to Dallas that stops at Atlanta	atis_flight	9
1555	are there delta flights leaving atlanta	atis_flight	9
2279	Which Continental flights are available from Seattle to Chicago	atis_flight	9
340	i'm trying to make a connection between denver and san francisco does delta airline fly between those two	atis_flight	9
1679	I want to go from Denver to Atlanta round trip and make a stop in Pittsburgh this is possible	atis_flight	9
1055	Show me the shortest flight from Boston to Denver, which arrives Wednesday before noon in Denver	atis_flight	9
3519	what flights are there from dallas to pittsburgh on monday morning	atis_flight	9
3255	give me the flights with the fares from indianapolis to orlando on december twenty seventh	atis_flight	9
2844	What flights are there from Pittsburgh to San Francisco on Friday?	atis_flight	9
950	What does the qx tariff code mean?	atis_abbreviation	0
1465	show me all flights from new york to miami leaving on a tuesday	atis_flight	9
110	there is a flight from baltimore to san francisco with one stop in denver on twa	atis_flight	9
2269	how many first class flights does delta have today	atis_quantity	15
1533	which airlines have flights between charlotte and newark	atis_airline	3
2150	how many flights do each airline have with first-class service?	atis_quantity	15
3925	Flights from Denver to Philadelphia turn farcical	atis_flight	9
2405	will be shown the last flight from Philadelphia to Boston	atis_flight	9
3990	when is the earliest flight from Boston to Denver	atis_flight	9
48	which flights will go from boston to atlanta next tuesday	atis_flight	9
1696	what is constraint ap80	atis_restriction	16
1514	Baltimore County, Maryland	atis_ground_service	13
4108	see me flights from Denver to Philadelphia	atis_flight	9
245	what flights are available from atlanta to dallas on friday afternoon	atis_flight	9
2283	I'd like a non-stop flight from Indianapolis to New York that serves dinner that's available	atis_flight	9
979	all flights from charlotte to anywhere on us air	atis_flight	9
61	Tell me about your last flight from Atlanta to Philadelphia	atis_flight	9
2074	show me all the flights from Philadelphia to Newark	atis_flight	9
2433	i need information on a flight from washington to fort worth	atis_flight	9
3235	what is the earliest flight from boston to san francisco that serves a meal	atis_flight	9
332	What it's like to fly back and forth from Denver to Atlanta	atis_flight	9
55	List all flights from Boston to Denver on Tuesday night.	atis_flight	9
