ID	TEXT	INTENT	SLOTS	INTENT_ID	SLOTS_ID
4102	flights from cincinnati denver american airlines	atis_flight	O O B-fromloc.city_name B-toloc.city_name B-airline_name I-airline_name	12	0 0 71 112 3 4
1681	seattle	atis_ground_service	B-city_name	17	25
2685	show me into love field	atis_flight	O O O B-toloc.airport_name I-toloc.airport_name	12	0 0 0 110 111
2122	boston baltimore	atis_flight	B-fromloc.city_name B-toloc.city_name	12	71 112
2521	latest baltimore boston	atis_flight	B-flight_mod B-fromloc.city_name B-toloc.city_name	12	61 71 112
1298	toronto washington dc	atis_flight	B-fromloc.city_name B-toloc.city_name B-toloc.state_code	12	71 112 115
37	earliest boston atlanta latest atlanta boston same	atis_flight	B-flight_mod B-fromloc.city_name B-toloc.city_name B-flight_mod B-fromloc.city_name B-toloc.city_name B-depart_date.date_relative	12	61 71 112 61 71 112 35
1157	twa atlanta morning	atis_flight	B-airline_code B-fromloc.city_name B-depart_time.period_of_day	12	2 71 46
2001	kansas city chicago chicago 7 pm next wednesday	atis_flight	B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-toloc.city_name B-arrive_time.time I-arrive_time.time B-arrive_date.date_relative B-arrive_date.day_name	12	71 72 112 112 21 22 8 9
3501	charlotte atlanta next tuesday	atis_flight	B-fromloc.city_name B-toloc.city_name B-depart_date.date_relative B-depart_date.day_name	12	71 112 35 36
1608	love field	atis_flight	B-toloc.airport_name I-toloc.airport_name	12	110 111
371	denver oakland	atis_flight	B-toloc.city_name B-fromloc.city_name	12	112 71
3705	us air pittsburgh san francisco first class monday	atis_flight	B-airline_name I-airline_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-class_type I-class_type B-depart_date.day_name	12	3 4 71 112 113 27 28 36
3540	general mitchell international	atis_flight	B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name	12	110 111 111
4471	dallas san francisco approximately 615 pm	atis_flight	B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time	12	71 112 113 52 50 51
1541	me from new york to miami	atis_flight	O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name	12	0 0 71 72 0 112
1708	philadelphia san francisco dallas	atis_flight	B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-stoploc.city_name	12	71 112 113 101
558	earliest boston washington	atis_flight	B-flight_mod B-fromloc.city_name B-toloc.city_name	12	61 71 112
2032	denver pittsburgh	atis_airfare	B-fromloc.city_name B-toloc.city_name	4	71 112
1327	united airlines denver before noon	atis_flight	B-airline_name I-airline_name B-fromloc.city_name B-depart_time.time_relative B-depart_time.time	12	3 4 71 52 50
3403	boston philadelphia next thursday	atis_flight	B-fromloc.city_name B-toloc.city_name B-depart_date.date_relative B-depart_date.day_name	12	71 112 35 36
3381	lowest united boston san francisco	atis_airfare	B-cost_relative B-airline_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name	4	30 3 71 112 113
1690	pittsburgh dallas fort worth	atis_flight	B-fromloc.city_name B-toloc.city_name I-toloc.city_name I-toloc.city_name	12	71 112 113 113
472	which airlines boston to washington dc	atis_airline	O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code	5	0 0 71 0 112 115
2838	washington denver	atis_airline	B-fromloc.city_name B-toloc.city_name	5	71 112
2852	boston san francisco dallas fort worth	atis_flight	B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-stoploc.city_name I-stoploc.city_name I-stoploc.city_name	12	71 112 113 101 102 102
1412	cheapest fort worth boston	atis_airfare	B-cost_relative B-toloc.city_name I-toloc.city_name B-fromloc.city_name	4	30 112 113 71
2925	denver atlanta	atis_flight	B-fromloc.city_name B-toloc.city_name	12	71 112
2929	boston philadelphia monday	atis_flight	B-fromloc.city_name B-toloc.city_name B-depart_date.day_name	12	71 112 36
3554	from denver to salt lake city	atis_flight	O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name	12	0 71 0 112 113 113
249	is limousine service at baltimore airport	atis_ground_service	O B-transport_type O O B-airport_name I-airport_name	17	0 118 0 0 6 7
1538	denver philadelphia	atis_flight	B-toloc.city_name B-fromloc.city_name	12	112 71
369	january first 1992 boston san francisco	atis_flight	B-depart_date.month_name B-depart_date.day_number B-depart_date.year B-fromloc.city_name B-toloc.city_name I-toloc.city_name	12	39 37 42 71 112 113
1413	name earliest flight from boston san francisco	atis_flight	O B-flight_mod O O B-fromloc.city_name B-toloc.city_name I-toloc.city_name	12	0 61 0 0 71 112 113
1521	nonstop wednesday baltimore newark before noon	atis_flight	B-flight_stop B-arrive_date.day_name B-fromloc.city_name B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time	12	64 9 71 112 23 21
1224	atlanta	atis_ground_service	B-city_name	17	25
2991	boston pittsburgh next wednesday night after 6 o'clock	atis_flight	B-fromloc.city_name B-toloc.city_name B-depart_date.date_relative B-depart_date.day_name B-depart_time.period_of_day B-depart_time.time_relative B-depart_time.time I-depart_time.time	12	71 112 35 36 46 52 50 51
1836	show me flights charlotte	atis_flight	O O O B-fromloc.city_name	12	0 0 0 71
807	san francisco pittsburgh pittsburgh before 8 am tuesday morning	atis_flight	B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_date.day_name B-arrive_time.period_of_day	12	71 72 112 112 23 21 22 9 17
1856	washington dc denver	atis_flight	B-fromloc.city_name B-fromloc.state_code B-toloc.city_name	12	71 73 112
2617	flights from baltimore washington dc	atis_flight	O O B-fromloc.city_name B-toloc.city_name B-toloc.state_code	12	0 0 71 112 115
1994	latest salt lake city phoenix	atis_flight	B-flight_mod B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name B-toloc.city_name	12	61 71 72 72 112
2227	flights cincinnati to san jose friday evening	atis_flight	O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day	12	0 71 0 112 113 36 46
2242	nashville houston tomorrow evening dinner	atis_flight	B-fromloc.city_name B-toloc.city_name B-depart_date.today_relative B-depart_time.period_of_day B-meal_description	12	71 112 40 46 79
2953	toronto san diego washington dc air canada	atis_flight	B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-stoploc.city_name B-stoploc.state_code B-airline_name I-airline_name	12	71 112 113 101 103 3 4
2690	does continental fly boston san francisco	atis_flight	O B-airline_name O B-fromloc.city_name B-toloc.city_name I-toloc.city_name	12	0 3 0 71 112 113
3336	denver baltimore july nineteenth	atis_quantity	B-fromloc.city_name B-toloc.city_name B-depart_date.month_name B-depart_date.day_number	20	71 112 39 37
2709	information american airlines from fort worth texas philadelphia	atis_flight	O B-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name B-fromloc.state_name B-toloc.city_name	12	0 3 4 0 71 72 74 112
3942	all flights philadelphia dallas	atis_flight	O O B-fromloc.city_name B-toloc.city_name	12	0 0 71 112
4446	dallas san francisco san francisco by 4 pm	atis_flight	B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-toloc.city_name I-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time	12	71 112 113 112 113 23 21 22
3972	atlanta philadelphia	atis_flight	B-fromloc.city_name B-toloc.city_name	12	71 112
3496	around 7 o'clock morning	atis_flight	B-depart_time.time_relative B-depart_time.time I-depart_time.time B-depart_time.period_of_day	12	52 50 51 46
2967	atlanta denver june fourth	atis_flight	B-fromloc.city_name B-toloc.city_name B-depart_date.month_name B-depart_date.day_number	12	71 112 39 37
2812	pittsburgh philadelphia	atis_flight	B-fromloc.city_name B-toloc.city_name	12	71 112
77	lowest cost delta boston san francisco	atis_airfare	B-cost_relative I-cost_relative B-airline_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name	4	30 31 3 71 112 113
3386	round trip fares denver philadelphia under 1000 dollars and pittsburgh to philadelphia under 1000 dollars	atis_airfare	B-round_trip I-round_trip O B-fromloc.city_name B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount	4	96 97 0 71 112 30 56 57 0 71 0 112 30 56 57
1084	us air atlanta denver the day after tomorrow	atis_flight	B-airline_name I-airline_name B-fromloc.city_name B-toloc.city_name B-depart_date.today_relative I-depart_date.today_relative I-depart_date.today_relative I-depart_date.today_relative	12	3 4 71 112 40 41 41 41
2747	from washington dc philadelphia departing the afternoon	atis_flight	O B-fromloc.city_name B-fromloc.state_code B-toloc.city_name O O B-depart_time.period_of_day	12	0 71 73 112 0 0 46
3136	flights from newark new jersey cleveland ohio	atis_flight	O O B-fromloc.city_name B-fromloc.state_name I-fromloc.state_name B-toloc.city_name B-toloc.state_name	12	0 0 71 74 75 112 116
3571	denver boston	atis_flight	B-toloc.city_name B-fromloc.city_name	12	112 71
2638	phoenix	atis_ground_service	B-toloc.city_name	17	112
97	pittsburgh atlanta wednesday morning breakfast	atis_flight	B-fromloc.city_name B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day B-meal_description	12	71 112 36 46 79
1455	american airlines 928 dallas fort worth boston	atis_airfare	B-airline_name I-airline_name B-flight_number B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name B-toloc.city_name	4	3 4 63 71 72 72 112
3237	boston atlanta july seventh 8 am	atis_flight	B-fromloc.city_name B-toloc.city_name B-depart_date.month_name B-depart_date.day_number B-depart_time.time I-depart_time.time	12	71 112 39 37 50 51
1875	august twenty seventh us air baltimore oakland	atis_flight	B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-airline_name I-airline_name B-fromloc.city_name B-toloc.city_name	12	39 37 38 3 4 71 112
4306	these cost	atis_airfare	O O	4	0 0
106	baltimore san francisco 6 pm 8 pm friday	atis_flight	B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-depart_time.start_time I-depart_time.start_time B-depart_time.end_time I-depart_time.end_time B-depart_date.day_name	12	71 112 113 48 49 43 44 36
293	list cheapest one way from miami florida to charlotte north carolina	atis_flight	O B-cost_relative B-round_trip I-round_trip O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name I-toloc.state_name	12	0 30 96 97 0 71 74 0 112 116 117
3667	indianapolis orlando	atis_flight	B-fromloc.city_name B-toloc.city_name	12	71 112
3969	earliest morning baltimore boston	atis_flight	B-flight_mod B-depart_time.period_of_day B-toloc.city_name B-fromloc.city_name	12	61 46 112 71
3738	salt lake city new york city before 6 pm	atis_flight	B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name I-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time	12	71 72 72 112 113 113 23 21 22
2726	show me flights love field	atis_flight	O O O B-toloc.airport_name I-toloc.airport_name	12	0 0 0 110 111
1456	latest boston pittsburgh seventh july	atis_flight	B-flight_mod B-fromloc.city_name B-toloc.city_name B-depart_date.day_number B-depart_date.month_name	12	61 71 112 37 39
3730	atlanta philadelphia breakfast	atis_flight	B-fromloc.city_name B-toloc.city_name B-meal_description	12	71 112 79
1728	atlanta san francisco noon november seventh	atis_distance	B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-depart_time.time B-depart_date.month_name B-depart_date.day_number	11	71 112 113 50 39 37
4330	philadelphia dallas atlanta	atis_flight	B-fromloc.city_name B-toloc.city_name B-stoploc.city_name	12	71 112 101
4057	most expensive one way first class baltimore dallas	atis_airfare	B-cost_relative I-cost_relative B-round_trip I-round_trip B-class_type I-class_type B-fromloc.city_name B-toloc.city_name	4	30 31 96 97 27 28 71 112
3073	monday denver san francisco united airlines	atis_flight	B-depart_date.day_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-airline_name I-airline_name	12	36 71 112 113 3 4
2472	july twenty third early american philadelphia san francisco	atis_flight	B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-flight_mod B-airline_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name	12	39 37 38 61 3 71 112 113
4171	newark to minneapolis on sunday	atis_flight	B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name	12	71 0 112 0 36
2099	delta 1222 kansas city salt lake city	atis_aircraft	B-airline_name B-flight_number B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name I-toloc.city_name	2	3 63 71 72 112 113 113
3445	what airlines ac as	atis_airline	O O B-airline_code B-airline_code	5	0 0 2 2
735	cheapest pittsburgh atlanta	atis_flight	B-cost_relative B-fromloc.city_name B-toloc.city_name	12	30 71 112
725	boston denver denver wednesday before 6	atis_flight	B-fromloc.city_name B-toloc.city_name B-toloc.city_name B-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time	12	71 112 112 9 23 21
169	ground transportation washington	atis_ground_service	O O B-city_name	17	0 0 25
3172	cheapest from memphis to miami	atis_flight	B-cost_relative O B-fromloc.city_name O B-toloc.city_name	12	30 0 71 0 112
1416	boston pittsburgh wednesday	atis_flight	B-fromloc.city_name B-toloc.city_name B-depart_date.day_name	12	71 112 36
1579	pittsburgh next monday fort worth before 10 am	atis_flight	B-fromloc.city_name B-depart_date.date_relative B-depart_date.day_name B-toloc.city_name I-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time	12	71 35 36 112 113 23 21 22
4168	round trip nashville seattle	atis_airfare	B-round_trip I-round_trip B-fromloc.city_name B-toloc.city_name	4	96 97 71 112
3639	boston philadelphia philadelphia close 5 pm	atis_flight	B-fromloc.city_name B-toloc.city_name B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time	12	71 112 112 23 21 22
4355	early dallas houston	atis_flight	B-flight_mod B-fromloc.city_name B-toloc.city_name	12	61 71 112
3	san francisco washington indianapolis by 9 pm	atis_flight	B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-stoploc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time	12	71 72 112 101 23 21 22
414	earliest boston san francisco meal	atis_flight	B-flight_mod B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-meal	12	61 71 112 113 76
4061	denver colorado pittsburgh pennsylvania wednesdays after 5 pm	atis_flight	B-fromloc.city_name B-fromloc.state_name B-toloc.city_name B-toloc.state_name B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time	12	71 74 112 116 36 52 50 51
3752	dl stand for delta	atis_abbreviation	B-airline_code O O B-airline_name	1	2 0 0 3
2787	united 21	atis_aircraft	B-airline_name B-flight_number	2	3 63
2594	atlanta airport atlanta	atis_ground_service	B-fromloc.airport_name I-fromloc.airport_name B-toloc.city_name	17	69 70 112
2720	flights from detroit san diego on thursday	atis_flight	O O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O B-depart_date.day_name	12	0 0 71 112 113 0 36
1089	tuesday detroit st. petersburg	atis_flight	B-depart_date.day_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name	12	36 71 112 113
819	dallas fort worth san francisco or oakland 5 7 pm	atis_flight	B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name B-or B-toloc.city_name B-depart_time.start_time B-depart_time.end_time I-depart_time.end_time	12	71 72 72 112 113 83 112 48 43 44
1503	earliest memphis las vegas	atis_flight	B-flight_mod B-fromloc.city_name B-toloc.city_name I-toloc.city_name	12	61 71 112 113
1465	new york miami tuesday	atis_flight	B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-depart_date.day_name	12	71 72 112 36
690	boston boston	atis_ground_service	B-fromloc.city_name B-toloc.city_name	17	71 112
878	nashville houston evening tomorrow	atis_flight	B-fromloc.city_name B-toloc.city_name B-depart_time.period_of_day B-depart_date.today_relative	12	71 112 46 40
3647	cheapest fare indianapolis to seattle	atis_airfare	B-cost_relative O B-fromloc.city_name O B-toloc.city_name	4	30 0 71 0 112
1957	thrift economy boston san francisco	atis_airfare	B-class_type B-economy B-fromloc.city_name B-toloc.city_name I-toloc.city_name	4	27 54 71 112 113
3101	dallas san francisco	atis_flight	B-fromloc.city_name B-toloc.city_name I-toloc.city_name	12	71 112 113
510	latest san francisco atlanta meal	atis_flight	B-flight_mod B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-meal	12	61 71 72 112 76
3710	san francisco philadelphia american airlines	atis_flight	B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-airline_name I-airline_name	12	71 72 112 3 4
2961	cincinnati toronto	atis_flight	B-fromloc.city_name B-toloc.city_name	12	71 112
1196	one way ontario tacoma before 10 am first class	atis_flight	B-round_trip I-round_trip B-fromloc.city_name B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time B-class_type I-class_type	12	96 97 71 112 52 50 51 27 28
2127	twa first class	atis_quantity	B-airline_code B-class_type I-class_type	20	2 27 28
2089	boston san francisco united airlines	atis_flight	B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-airline_name I-airline_name	12	71 112 113 3 4
2976	san francisco boston after 1 o'clock	atis_flight	B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time	12	71 72 112 52 50 51
1020	delta airlines	atis_city	B-airline_name I-airline_name	10	3 4
1243	san francisco boston after 7 am	atis_flight	B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time	12	71 72 112 52 50 51
1478	philadelphia san francisco first class american dallas	atis_aircraft	B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-class_type I-class_type B-airline_name B-stoploc.city_name	2	71 112 113 27 28 3 101
1049	what is ac	atis_airline	O O B-airline_code	5	0 0 2
3026	dallas baltimore less 300 dollars	atis_airfare	B-fromloc.city_name B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount	4	71 112 30 56 57
1066	san diego airport	atis_ground_service	B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name	17	69 70 70
3984	does canadian airlines international to	atis_flight	O B-airline_name I-airline_name I-airline_name O	12	0 3 4 4 0
3744	denver pittsburgh atlanta	atis_flight	B-fromloc.city_name B-toloc.city_name B-stoploc.city_name	12	71 112 101
9	tuesday phoenix st. paul minnesota after noon	atis_flight	B-depart_date.day_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-toloc.state_name B-depart_time.time_relative B-depart_time.time	12	36 71 112 113 116 52 50
3578	where is mco	atis_city	O O B-airport_code	10	0 0 5
2878	american airlines pittsburgh atlanta	atis_flight	B-airline_name I-airline_name B-fromloc.city_name B-toloc.city_name	12	3 4 71 112
619	american airlines phoenix milwaukee wednesday	atis_flight	B-airline_name I-airline_name B-fromloc.city_name B-toloc.city_name B-depart_date.day_name	12	3 4 71 112 36
399	american number boston oakland	atis_flight	B-airline_name B-flight_number B-fromloc.city_name B-toloc.city_name	12	3 63 71 112
160	from nashville to cleveland	atis_flight	O B-fromloc.city_name O B-toloc.city_name	12	0 71 0 112
1962	tacoma miami	atis_flight	B-fromloc.city_name B-toloc.city_name	12	71 112
2224	fares from baltimore to philadelphia	atis_airfare	O O B-fromloc.city_name O B-toloc.city_name	4	0 0 71 0 112
677	is code h	atis_abbreviation	O O B-fare_basis_code	1	0 0 58
3439	philadelphia dallas atlanta breakfast	atis_flight	B-fromloc.city_name B-toloc.city_name B-stoploc.city_name B-meal_description	12	71 112 101 79
1632	first class baltimore dallas	atis_airfare	B-class_type I-class_type B-fromloc.city_name B-toloc.city_name	4	27 28 71 112
477	flights from montreal	atis_flight	O O B-fromloc.city_name	12	0 0 71
3656	nonstop miami new york sunday less 466 dollars	atis_flight	B-flight_stop B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-arrive_date.day_name B-cost_relative B-fare_amount I-fare_amount	12	64 71 112 113 9 30 56 57
3200	dallas oakland california monday	atis_flight	B-fromloc.city_name B-toloc.city_name B-toloc.state_name B-depart_date.day_name	12	71 112 116 36
897	monday dallas fort worth oakland california	atis_flight	B-depart_date.day_name B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-toloc.state_name	12	36 71 72 72 112 116
3648	chicago detroit around 6 pm next tuesday	atis_flight	B-fromloc.city_name B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_date.date_relative B-arrive_date.day_name	12	71 112 23 21 22 8 9
1018	pittsburgh	atis_ground_service	B-fromloc.city_name	17	71
1574	denver orlando saturday after 12 pm	atis_flight	B-fromloc.city_name B-toloc.city_name B-arrive_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time	12	71 112 9 52 50 51
564	washington around 3 o'clock denver	atis_flight	B-fromloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time B-toloc.city_name	12	71 52 50 51 112
1370	me the flights love field	atis_flight	O O O B-toloc.airport_name I-toloc.airport_name	12	0 0 0 110 111
4420	lowest cost one way boston washington	atis_airfare	B-cost_relative I-cost_relative B-round_trip I-round_trip B-fromloc.city_name B-toloc.city_name	4	30 31 96 97 71 112
571	cheapest round trip fare between boston and washington	atis_airfare	B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	4	30 96 97 0 0 71 0 112
310	american philadelphia dallas before 1145 am	atis_flight	B-airline_name B-fromloc.city_name B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time	12	3 71 112 23 21 22
2997	denver oakland nonstop	atis_flight	B-fromloc.city_name B-toloc.city_name B-flight_stop	12	71 112 64
2616	cheapest one way san diego miami	atis_airfare	B-cost_relative B-round_trip I-round_trip B-fromloc.city_name I-fromloc.city_name B-toloc.city_name	4	30 96 97 71 72 112
4142	what yn code	atis_abbreviation	O B-fare_basis_code O	1	0 58 0
3572	flights from newark boston	atis_flight	O O B-fromloc.city_name B-toloc.city_name	12	0 0 71 112
2947	delta 296 breakfast	atis_flight	B-airline_name B-flight_number B-meal_description	12	3 63 79
3805	boston toronto	atis_airline	B-fromloc.city_name B-toloc.city_name	5	71 112
4004	newark tampa friday	atis_flight	B-fromloc.city_name B-toloc.city_name B-depart_date.day_name	12	71 112 36
1198	denver baltimore first class united airlines may seventh	atis_flight	B-fromloc.city_name B-toloc.city_name B-class_type I-class_type B-airline_name I-airline_name B-arrive_date.month_name B-arrive_date.day_number	12	71 112 27 28 3 4 12 10
3932	cheapest boston san francisco	atis_airfare	B-cost_relative B-fromloc.city_name B-toloc.city_name I-toloc.city_name	4	30 71 112 113
1433	time earliest atlanta denver	atis_flight_time	B-flight_time B-flight_mod B-fromloc.city_name B-toloc.city_name	15	66 61 71 112
2552	salt lake city airport	atis_ground_service	B-airport_name I-airport_name I-airport_name I-airport_name	17	6 7 7 7
2182	boston oakland boston oakland	atis_flight	B-fromloc.city_name B-toloc.city_name B-fromloc.city_name B-toloc.city_name	12	71 112 71 112
1479	first class united 352 denver boston	atis_airfare	B-class_type I-class_type B-airline_name B-flight_number B-fromloc.city_name B-toloc.city_name	4	27 28 3 63 71 112
