ID	TEXT	INTENT	INTENT_ID
11646	i d like t add day after day to evangeline s party of the century playlist	AddToPlaylist	0
12343	please find me the picture of the escape: black monday	SearchCreativeWork	5
5562	what s the weather faraway from here on sep  the fifteenth	GetWeather	2
2053	You can find film dates here	SearchScreeningEvent	6
6026	i want to hear the latest twenties album from kyle riabko	PlayMusic	3
8589	I am looking for a TV show called Justice League	SearchCreativeWork	5
12811	They find the series about starlings touching	SearchCreativeWork	5
12244	find changes: a love story 	SearchCreativeWork	5
12195	find a table at a bar for milagros and i in mount pocono	BookRestaurant	1
8100	look for the saga called death in paradise	SearchCreativeWork	5
8092	give the current book zero in 6	RateBook	4
6148	Finding Me the Wild Guys	SearchCreativeWork	5
8905	what will the weather be in mattawan saint barthélemy	GetWeather	2
4112	put Mike McCready on a culinary swinger's playlist	AddToPlaylist	0
8245	i want to play the video game called china seas	SearchCreativeWork	5
11484	Which movies are shown in the nearest cinema	SearchScreeningEvent	6
1161	find a coffeehouse in illinois for three	BookRestaurant	1
5582	Will it be warm in Moscow in nine hours?	GetWeather	2
8869	play the new retro playlist on netflix 	PlayMusic	3
11096	i need a reservation for the French launch in oh for six	BookRestaurant	1
12250	I'd love to hear Don Quixote resurrect hell	PlayMusic	3
10280	perform the best DJs songs	PlayMusic	3
7884	1958 Play by wayne petti	PlayMusic	3
9503	play ik hou van jou by elena temnikova	PlayMusic	3
1317	play techno music	PlayMusic	3
3770	is there a blizzard in tennessee colony  ks	GetWeather	2
3346	this novel two stars out of six	RateBook	4
4638	give who 1 of 6 stars	RateBook	4
6492	please book reservations for 3 people at a restaurant in alderwood manor	BookRestaurant	1
8884	I want to book a restaurant for four people in Eminence	BookRestaurant	1
8401	will show a creative video game under the sea	SearchCreativeWork	5
10665	Rate my beloved world saga as a one	RateBook	4
1711	the book rated the Guernsey literary and potato peel pie society a five	RateBook	4
10872	i give joseph andrews a 0 out of 6	RateBook	4
1289	Show me a forecast for anatomical Louisiana on November 7	GetWeather	2
7751	add tunneling rats to my playlist	AddToPlaylist	0
11280	playing symphonic music on Netflix	PlayMusic	3
2702	i want to see plague soundscapes	SearchCreativeWork	5
1931	add hatfield and the north to my hot house playlist  	AddToPlaylist	0
1756	What cinema can I go to see Lily the Witch: the dragon and the magic book?	SearchScreeningEvent	6
6993	play the catholic sun album	SearchCreativeWork	5
8050	play some space music on google music	PlayMusic	3
823	I want tables for 6 people at her steakhouse around Ovo	BookRestaurant	1
9702	I give the present book two out of 6	RateBook	4
12175	please add the song by raphael rabello to the playlist fantastic workout	AddToPlaylist	0
4243	What movies are next?	SearchScreeningEvent	6
8562	Please put Wright's track on the Queen playlist	AddToPlaylist	0
6231	Will there be snow in Estonia at zero o'clock?	GetWeather	2
13024	will it rain in deersville	GetWeather	2
6221	play something from 1985 by Billy Behner	PlayMusic	3
9813	add first issue to my your favorite slaughterhouse playlist	AddToPlaylist	0
13005	bert mccracken tune lo que suena New York Playlist	AddToPlaylist	0
6556	some Deezer oldies are playing	PlayMusic	3
6708	Show movies nearby	SearchScreeningEvent	6
888	book table to a tavern for a scrapple for harriett  deanne and i	BookRestaurant	1
4806	play some fourties music on vimeo 	PlayMusic	3
5666	find the envoy of lucifer show	SearchCreativeWork	5
10223	please pull up the trailer for stares and whispers	SearchCreativeWork	5
168	i need seating at floating restaurant in tennessee for a group of 9	BookRestaurant	1
4421	play chance of a lifetime on zvooq	PlayMusic	3
8269	where do i see the trailer for live dates	SearchCreativeWork	5
441	for the book icon of evil  i rate a 2	RateBook	4
12637	book me a restaurant reservation in fiji for zero am	BookRestaurant	1
12654	Zero Points for this Essay	RateBook	4
6411	can you play some andrew cash music on slacker	PlayMusic	3
656	The Search for Sanchez: The Story of a Passive Novel	SearchCreativeWork	5
2088	find me the show the skull 	SearchCreativeWork	5
1285	Book a table for 9 people for four nights in jazz	BookRestaurant	1
1262	I want to move this album to the selector playlist	AddToPlaylist	0
5446	Will it be cloudy in the coming minutes in the united Arab exile?	GetWeather	2
1653	is ce cher intrus at imax corporation	SearchScreeningEvent	6
6672	book a table for 1 at a restaurant	BookRestaurant	1
12617	show the photo from minute to midnight	SearchCreativeWork	5
1819	play dj kentaro from the year 1994	PlayMusic	3
10275	what is the weather like in wallis and futuna	GetWeather	2
8148	What will be moderate here at the schmini-atzeret	GetWeather	2
7892	play show of cissy houston	SearchCreativeWork	5
11423	music from 2005 performed by Jacqueline Brodrick	PlayMusic	3
7354	Give the current chronicle 4 out of 6 stars	RateBook	4
2270	can you add a melody from natalie macmaster to my viajes playlist	AddToPlaylist	0
10523	rate my current essay 1 out of 6 stars	RateBook	4
8172	find animated movies at the nearest movie theatre	SearchScreeningEvent	6
3884	play some industrial music on lastfm	PlayMusic	3
4666	book a spot for one	BookRestaurant	1
6269	please reserve a place for one person at a restaurant with breakfast in nicholasville tennessee	BookRestaurant	1
3033	can you find the tv show faithless street	SearchCreativeWork	5
5681	Rate the Art of Wrestling 3	RateBook	4
9008	I have to reserve a table for 6 at the Montreal Pool Room in Croatia	BookRestaurant	1
12148	There will be a blizzard in Arizona's Bear River this weekend	GetWeather	2
8360	dawn of the emperors: thyatis and alphatia deserves a rating value of 1	RateBook	4
997	Find out that pop has liberated us	SearchCreativeWork	5
9525	rate the empty throne a 4	RateBook	4
1348	Book a seat for me reyna and maxine at a tavern on Monday	BookRestaurant	1
11678	I want to hear the fear that the boom and bust song by Haruka Shimotsuki of Spotify have	PlayMusic	3
9866	play something from 1971 by john bonham	PlayMusic	3
11527	Book a table in the navy forest at a nearby delicacy	BookRestaurant	1
8810	What wind there will be on November 11	GetWeather	2
4644	Book called Dreams And All That Stuff	SearchCreativeWork	5
3847	play the greatest adrian kowanek music	PlayMusic	3
12531	find me the twinkler playing at national amusements in 2 minutes	SearchScreeningEvent	6
6074	Finding the Tall Chicago	SearchCreativeWork	5
11592	can you send me the weather forecast for malcom	GetWeather	2
6048	Which films will be shown at national amusements	SearchScreeningEvent	6
3542	Weather for October 16, 2014 in Moscow	GetWeather	2
4927	Book the Ballylickey House for July 16, 2027	BookRestaurant	1
1933	play the eternal by juju mob on vimeo 	PlayMusic	3
2647	Give us two stars as long as we both live.	RateBook	4
9842	i want to find a highly rated delicatessen in childersburg  de for one next february	BookRestaurant	1
925	rate tragedy day a 4	RateBook	4
3130	i think the turbulent term tyke tiler is a rating of 3	RateBook	4
9137	Add Rock & Roll to my playlist named night out	AddToPlaylist	0
6624	add sirusho to the 50 clásicos playlist	AddToPlaylist	0
3950	Robert Fripp sound track on pandora	PlayMusic	3
3590	have been playing music since 1993 on itunes	PlayMusic	3
10455	what s the nearest movie house showing women who fall by the wayside	SearchScreeningEvent	6
2110	play an eighties song by ler lalonde	PlayMusic	3
7712	Bob Hillard Top 20 Music Playing	PlayMusic	3
5559	weather at six in the morning in sc	GetWeather	2
9494	in wynnedale ak will it blizzard	GetWeather	2
10376	Find bump off lover	SearchCreativeWork	5
11693	add der k und k ypso wien to the playlist of Pura vida	AddToPlaylist	0
1570	check the seven-week weather forecast for Emid	GetWeather	2
1525	I want to go to a popular pub at ten at night	BookRestaurant	1
9179	Play the viola again alone from the microphone	PlayMusic	3
8740	Click here for the soundtrack of Westcountry live	SearchCreativeWork	5
7616	I want to rate a long short war series a four out of 6	RateBook	4
11817	What is the temperature in Western Sahara or the same area in three seconds?	GetWeather	2
1713	What's the weather like in Blackman jordan	GetWeather	2
13020	add night and day to my lazy chill afternoon playlist	AddToPlaylist	0
4120	add a tune to the women of the pop playlist	AddToPlaylist	0
7969	find an album called thursday night baseball 	SearchCreativeWork	5
12928	show me the sex therapy painting	SearchCreativeWork	5
3941	I need a reservation that has spanish rice in a cafeteria with ten people today	BookRestaurant	1
3658	there will be wind blowing in,	GetWeather	2
12011	Give this textbook zero points out of a possible six.	RateBook	4
7277	plya a tune by kancherla gopanna from 1951 on zvooq	PlayMusic	3
5543	add gregory douglass to my whm list	AddToPlaylist	0
9999	book a table for me and bettye at Washington d c Jewish community center in montana	BookRestaurant	1
4767	book a brasserie in the falkland islands for this week 	BookRestaurant	1
7226	i need a restaurant that can seat 3 in cochran that has wifi  	BookRestaurant	1
8276	book a restaurant in san juan capistrano for 6 people at ten am	BookRestaurant	1
5266	Giving the false peace zero out of 6	RateBook	4
1910	Find me the gameplan for arclight hollywood	SearchScreeningEvent	6
5886	Add a tunnel of love to the palette of metal crash tests	AddToPlaylist	0
11625	add j j cale to my heavy gamer playlist  	AddToPlaylist	0
9723	Rate this current album 0	RateBook	4
3243	play 2004 guy sebastian on itunes	PlayMusic	3
4135	play the top twenty margaritas with gospel music	PlayMusic	3
5573	Play David Banners on Netflix	PlayMusic	3
4297	play some good movement music by brian littrell from around 2001	PlayMusic	3
12880	Find me when Harry tries to marry a photo	SearchCreativeWork	5
3016	play piano ballads on Netflix.	PlayMusic	3
4820	"put a broken wave on the ""lo mas"" dance"	AddToPlaylist	0
10047	I wanna hear the song in a reverie	SearchCreativeWork	5
5926	Rating of this textbook 1 star	RateBook	4
13000	play a chaos of desire from dan snaith	PlayMusic	3
5713	can you put dj kay slay onto the 2010 decade playlist	AddToPlaylist	0
7716	Add Julia Fordham to Soca's massive hits playlist	AddToPlaylist	0
3904	book the chapter one in bosnia and herzegovina for patti  hester richardson and camille	BookRestaurant	1
1700	i need a table at a restaurant in ireland serving kouglof	BookRestaurant	1
957	show me the live~legend 1999 & 1997 apocalypse tv show	SearchCreativeWork	5
322	how will the weather be here on December 25th	GetWeather	2
7678	book a Marino bar for five	BookRestaurant	1
10265	i d like to eat at the best southeastern brazilian restaurant with five people	BookRestaurant	1
7456	rate the doors of perception 3 stars	RateBook	4
4220	rate the current essay four of 6 	RateBook	4
4100	Add Bastelschneider to my playlist with the title this is trey songz	AddToPlaylist	0
2005	what is the bethany beach forecast	GetWeather	2
7398	find painting big ideas	SearchCreativeWork	5
6064	Verdure serves up restaurant in the thriving city	BookRestaurant	1
9208	add this song to my esenciales playlist	AddToPlaylist	0
7646	Find out which films are in North American cinemas	SearchScreeningEvent	6
3476	Will the weather be moderate in 188 days in Moscow?	GetWeather	2
8161	I wish the show had moved on	SearchCreativeWork	5
8604	You can make the change on Netflix	PlayMusic	3
1851	book a table for one at monty’s hotel  secunderabad	BookRestaurant	1
4655	Rosalie Stewart and Evelyn at a restaurant	BookRestaurant	1
2920	book a spot for eight at a pub in new mexico	BookRestaurant	1
6747	play roy orbison tunes now	PlayMusic	3
8006	Find the schedule for idols made of sound in a movie theater	SearchScreeningEvent	6
7377	i want to book an indonesian food truck 	BookRestaurant	1
7198	what kind of movie is houston press	SearchCreativeWork	5
1833	play tunes from 1951	PlayMusic	3
8455	what will the weather be in hillview	GetWeather	2
11184	what is the bolsa chica state beach forecast for foggy conditions	GetWeather	2
9751	play some music from the sixties	PlayMusic	3
4796	Show me a forecast for Malaysia	GetWeather	2
12423	where can i view the trailer extreme – the collection	SearchCreativeWork	5
9924	add track to my cloud rap	AddToPlaylist	0
10332	I want to give the book three stars with body and soul	RateBook	4
5622	what will the weather be in a month from now at my current location	GetWeather	2
10322	what is the movie schedule near me	SearchScreeningEvent	6
1203	can you get the weather forecast for new baden 	GetWeather	2
10838	can you put consequences on my sos 48 2016 playlist	AddToPlaylist	0
6084	Find Harry Potter and the Deathly Hallows - Part 2	SearchCreativeWork	5
6682	i need info on the video game Iron Fist	SearchCreativeWork	5
10778	Add a song to the para dormir playlist	AddToPlaylist	0
2441	rate animals of the bible one of 6 points	RateBook	4
3020	find a quiet night in	SearchScreeningEvent	6
11531	when is romance on the range playing at movie house	SearchScreeningEvent	6
7498	Chant music of 2006	PlayMusic	3
4663	Isn't blood a fresh water being played at this cinema at 2am?	SearchScreeningEvent	6
3714	What will the weather be like in Romania at 4 o'clock?	GetWeather	2
7827	Play the best Bruce-Ruffin music on youtube	PlayMusic	3
8870	what weather is predicted for loyalhanna	GetWeather	2
2361	play groove shark	PlayMusic	3
4994	What is the forecast for 00: 00 Moscow due to the blizzard	GetWeather	2
1788	find the schedule for films at century theatres 	SearchScreeningEvent	6
4834	find mysterious castles of clay	SearchScreeningEvent	6
10895	will there be a blizzard in kettleman city today	GetWeather	2
7406	what s the nearest cinema showing the death of stalinism in bohemia 1 second from now	SearchScreeningEvent	6
2150	Add Farruko presenta los menores to my amor amor Playlist	AddToPlaylist	0
5002	is it going to get chillier at 5 am in trussville  bosnia and herzegovina	GetWeather	2
6980	What time to eat in the Cayman Islands	GetWeather	2
9414	add Opus de Funk to my list of acoustic blues	AddToPlaylist	0
10963	can my electro sur have this song added to it	AddToPlaylist	0
12700	Add Firehouse to my acoustic soul-list	AddToPlaylist	0
8752	book a churrascaria restaurant with chips for five people	BookRestaurant	1
7885	Rate this essay four out of six	RateBook	4
9723	Rate this latest album 0	RateBook	4
10341	Play keep your right up song.	SearchCreativeWork	5
11912	play a Sixties song classified by	PlayMusic	3
1736	what is the movie schedule for train	SearchScreeningEvent	6
743	I want to book a restaurant in Maine for one year from now	BookRestaurant	1
184	I have to book an eight-night restaurant nearby in a year's time, which serves jerky food	BookRestaurant	1
12478	When is the singular number of the third person played	SearchScreeningEvent	6
1257	Play the top 50 album from Alan Jardine	PlayMusic	3
9117	Rating of the current schoolbook 2 from 6	RateBook	4
733	find a book called outpost firewall pro	SearchCreativeWork	5
8181	Playing on Spotify is scandalous	PlayMusic	3
4404	play slow rock on lastfm 	PlayMusic	3
9519	I want to see King of the River at the nearest cinema	SearchScreeningEvent	6
8713	play the next ep by video game pianist on netflix	PlayMusic	3
4694	is there a program about the last flight	SearchCreativeWork	5
8439	Assess the current situation by three points	RateBook	4
2377	what time can i see girls to marriage	SearchScreeningEvent	6
1090	play the 1950 album at iheart	PlayMusic	3
6884	it will be cloudy in 1 minute walking distance of oh	GetWeather	2
10244	please play music from itunes	PlayMusic	3
7759	Is it anywhere away from my current location?	GetWeather	2
9360	what s the weather forecast for wisconsin	GetWeather	2
474	Will there be a depression in the wheat harvest?	GetWeather	2
12040	i need a table at the close restaurant for my niece and i  at the brooklyn bridge-city hall 	BookRestaurant	1
2200	add madlib invazion to my prog rock monsters list	AddToPlaylist	0
3819	add an album to corinne s beast mode playlist 	AddToPlaylist	0
7056	i d like for you to add owen biddle to my old school death metal playlist 	AddToPlaylist	0
8459	perform a song from the fifties	PlayMusic	3
6714	rating this textbook 5 out of 6	RateBook	4
3210	Tina Cousins from 1956	PlayMusic	3
11869	Play my Exitos españa playlist	PlayMusic	3
2740	How will the weather be next week in Somis?	GetWeather	2
2118	show the movie schedule for 9 pm  at cobb theatres	SearchScreeningEvent	6
12917	i d like to know how the weather will be at 8 pm in tennessee 	GetWeather	2
12347	assign a rating of 5 to the cult of intelligence.	RateBook	4
7976	What is the timetable for Star Trek 2?	SearchScreeningEvent	6
11306	i d like to see a tv series called countdown: the savoy sessions	SearchCreativeWork	5
2378	What is the Lualualei forecast for one minute from now?	GetWeather	2
6189	show the monkey soundtrack	SearchCreativeWork	5
10513	book a seat in 1 second, which is adjacent to Robin's Hotel	BookRestaurant	1
4099	what is the forecast for the current position	GetWeather	2
7063	Show me the picture Sex and Drugs and Jesus Christ	SearchCreativeWork	5
2297	book a table for 6 at a top-rated restaurant in north amityville ma that serves south tyrolean food	BookRestaurant	1
1692	where can i watch wartime romance in the morning	SearchScreeningEvent	6
10247	show creative photograph island in the sea	SearchCreativeWork	5
2730	Will it be hotter at 6am?	GetWeather	2
11394	"Where can I buy a copy of a painting called ""Turn Against This Land""?"	SearchCreativeWork	5
6087	find fanatic 	SearchCreativeWork	5
6816	is the lady and the highwayman playing at 7 a m  at dipson theatres	SearchScreeningEvent	6
9873	rate phoenix: the fall & rise of videogames one points out of 6	RateBook	4
5550	What is Thursday's forecast for the New Year?	GetWeather	2
38	find a book that the crowd roars with	SearchCreativeWork	5
1747	play a bit of techno at lastfm	PlayMusic	3
563	Screening times for animated films in good Google cinemas	SearchScreeningEvent	6
12537	Add this artist to your disco fever playlist	AddToPlaylist	0
3897	Where is Fest ii: no limits when playing	SearchScreeningEvent	6
7002	add this song to my playlist named britpop  etc	AddToPlaylist	0
3537	where the return of the whistle plays at 03: 01: 48 Moscow time	SearchScreeningEvent	6
7993	i want to add kiara to my digster future hits playlist	AddToPlaylist	0
4292	what is the weather in hadar	GetWeather	2
4319	The best kaleidoscopes are played	PlayMusic	3
11260	play akb48 on youtube	PlayMusic	3
3824	give five out of six to this novel	RateBook	4
3641	I would like to see the programme for films in the area	SearchScreeningEvent	6
2721	rate the long dark tea-time of the soul 5 stars	RateBook	4
5703	for 1 second I need a restaurant in Marino for 9	BookRestaurant	1
3898	it is better in holi or here	GetWeather	2
11904	play randy castillo's music from 1952	PlayMusic	3
9602	play elysium from ryan cayabyab	PlayMusic	3
4755	book a restaurant within the same area as saratoga av	BookRestaurant	1
12399	can you please look up the game of the islanders	SearchCreativeWork	5
1922	please find a restaurant in sierraville wyoming with capacity for 6 people	BookRestaurant	1
2126	Add an inyección piece of music to the Nanette's playlist	AddToPlaylist	0
3680	please play got the time	PlayMusic	3
10482	search for the painting hess: a biography	SearchCreativeWork	5
5335	put an inyección musical track in the nanette s playlist  	AddToPlaylist	0
8046	play me the show house of stairs	SearchCreativeWork	5
6525	I want to watch the film x window display manager	SearchCreativeWork	5
3105	assess the current rating 2 out of 6	RateBook	4
10234	i d like to see the movie the ooze	SearchCreativeWork	5
952	Add Satisfied to my Rockin Vibes playlist	AddToPlaylist	0
11022	Warrior of Legend gets 3 of 6	RateBook	4
4047	Book me a restaurant in sint maarten in the sun	BookRestaurant	1
10764	what s the weather forecast for austin liechtenstein	GetWeather	2
7801	Find Me the Weekly Journey	SearchCreativeWork	5
3447	play a top five symphony by Johnny Buckland from about 1989	PlayMusic	3
12904	a rating of four out of 6 goes to memory in death	RateBook	4
5679	Rate this album with three of 6 points	RateBook	4
1143	play movement music from sheryfa luna	PlayMusic	3
12584	to add a melody to my playlist	AddToPlaylist	0
6888	i want to book the black cat bar in ar	BookRestaurant	1
10285	Will there be a blizzard on December 26, 2027?	GetWeather	2
2885	add another song to the acoustic soul playlist 	AddToPlaylist	0
4816	add a tune to my sleep sounds list	AddToPlaylist	0
2976	To play Ramakadha by Carl Davydov please	PlayMusic	3
11561	What is the programme in the Malco cinemas?	SearchScreeningEvent	6
5374	play acapella music	PlayMusic	3
9096	m looking for a game called Gateway	SearchCreativeWork	5
431	Find the timetable for the disappearance of bees in a movie house	SearchScreeningEvent	6
4899	add clem burke in my playlist pre-party r & b jams	AddToPlaylist	0
1005	what time is i know that you know that i know lpaying	SearchScreeningEvent	6
215	the current saga deserves a 5 rating  	RateBook	4
7817	find a saga called shame on you	SearchCreativeWork	5
6858	i would like reservations for cliff house in seven months for six people 	BookRestaurant	1
12797	what s the weather in new beaver	GetWeather	2
1156	will there be a storm on christmas day in my current place	GetWeather	2
10219	can you get me the rakuen tsuihou: expelled from paradise television show	SearchCreativeWork	5
12291	i need a reservation for four at a restaurant in 1 hour and 1 second	BookRestaurant	1
3312	will it be windy at 7 am in dong phou vieng national protected area	GetWeather	2
1193	add welcome to the cruel world to my reggae classics	AddToPlaylist	0
3309	rate the current saga four stars out of 6	RateBook	4
9650	It will be hot in neighbouring Greenland on October 8, 2020	GetWeather	2
826	i want to know the films playing at the closest movie house 	SearchScreeningEvent	6
10568	d like to eat pickled cucumbers in a brasserie in 12 months	BookRestaurant	1
16	Add Singing in the trees to the playlist of rena s lo mejor de radio 3	AddToPlaylist	0
6969	assess the mill of the Kavanaugh series in one	RateBook	4
3790	what will the weather be like in rutherfordton rhode island on september 22, 2017	GetWeather	2
2965	Find the song the fourth man	SearchCreativeWork	5
9518	What's the next cinema to show films?	SearchScreeningEvent	6
11409	I want to eat at the bar in the Saudi bar served by the felloni	BookRestaurant	1
1504	What is the weather forecast for next year?	GetWeather	2
3789	Schedule of screenings in cinemas	SearchScreeningEvent	6
282	play Itun songs in Gerardo's style	PlayMusic	3
6849	latina--latina--	PlayMusic	3
2560	book a table in Porridge for Rita and brands at Hurley Mountain Inn on September 11	BookRestaurant	1
1818	Book me a place in an open-air restaurant	BookRestaurant	1
8038	find a track for the peak of Ette	SearchCreativeWork	5
5961	Film schedule in southern theatres	SearchScreeningEvent	6
12079	play me gil parris s a cup of coffee  a sandwich and you	PlayMusic	3
6531	find a reservation far from my work location in eight hours for 8 people at union auto company	BookRestaurant	1
9744	play mikazuki sunset	PlayMusic	3
9647	that gave the book Frauen Kultur und Gesellschaft only 3 stars	RateBook	4
3043	Which films are running in the big escape theatres	SearchScreeningEvent	6
6129	Play fun punk	PlayMusic	3
11673	book a restaurant in the maldives in one second 	BookRestaurant	1
11240	Finding Old-School Junkies: The Album Is a Video Game	SearchCreativeWork	5
2717	show me movie times	SearchScreeningEvent	6
4458	What is the forecast for hot temptations at Bowman Bay Nature Reserve	GetWeather	2
1240	play some twenties chant music on slacker	PlayMusic	3
9074	Find a bonfire set alight for the Seventines	SearchScreeningEvent	6
6109	play oliver cheatham s symphony from the thirties 	PlayMusic	3
5055	Book me a table at a pub-restaurant serving a free-kick for 2 people 1 / 1 / 2018	BookRestaurant	1
100	Find film dates for star cinemas	SearchScreeningEvent	6
2219	can i hear tod ashley music from 1953	PlayMusic	3
46	will it be colder in ohio	GetWeather	2
5973	Rating of this textbook 5 from 6 stars	RateBook	4
9812	can you tell me the weather forecast for three o clock in de	GetWeather	2
4048	is young policemen in love at the local movie theatre	SearchScreeningEvent	6
8320	Where can I buy a gay video game?	SearchCreativeWork	5
2459	search for high chicago	SearchCreativeWork	5
9253	what the weather will be like for the hookah	GetWeather	2
6860	i would like to book a frozen yogurt restaurant for one	BookRestaurant	1
5329	show me the movie schedules	SearchScreeningEvent	6
12834	the current series only deserves two out of 6 	RateBook	4
12961	check the forecast for the kine	GetWeather	2
10105	Will it be sunny in Occoquan Bay National Wildlife Refuge by tea time?	GetWeather	2
12656	is it supposed to hail in ny	GetWeather	2
2331	put pedro navaja onto my flamenco pa ti playlist 	AddToPlaylist	0
11458	Tell me the nearest movie house that plays Black Rage	SearchScreeningEvent	6
714	in bon secour national wildlife refuge at twelve pm will it be chilly	GetWeather	2
1793	to the photo the inflated tear	SearchCreativeWork	5
4598	add dickey betts to my throwback thursday playlist  	AddToPlaylist	0
427	play the last time Joan Baez	PlayMusic	3
3776	I'm like a table for two on bras in sauce and prince	BookRestaurant	1
6474	i want to find the show called fresh aire 7 	SearchCreativeWork	5
8750	i would like to see a schedule for movies at the nearest movie house 	SearchScreeningEvent	6
1077	please find brand new strings	SearchCreativeWork	5
1162	Book a spot for one at a bar in Seabrook	BookRestaurant	1
11964	Is it rainy in the Edward l ryerson Nature Reserve	GetWeather	2
6792	pull the book up live and unpublished: the radio show	SearchCreativeWork	5
8550	what are the movie time	SearchScreeningEvent	6
3875	add the artist michael schenker to ina s this is jennifer lopez playlist	AddToPlaylist	0
10071	book a place for one at four in the morning	BookRestaurant	1
8105	book a table for seven people at a restaurant which has internet 	BookRestaurant	1
2888	please give a 2 out of 6 to house of many ways	RateBook	4
12399	can you please look up the game the islands the islands	SearchCreativeWork	5
8917	add this song to my us latin top 50 playlist	AddToPlaylist	0
10449	make me a reservation for a party of eight in ledoux	BookRestaurant	1
976	what the weather is like in Moscow in a minute	GetWeather	2
8721	i give the penalty to three star	RateBook	4
3902	some of Daisy Voisin on Google Music play	PlayMusic	3
