ID	TEXT	INTENT	SLOTS	INTENT_ID	SLOTS_ID
3261	do any of the continental flights from boston to san francisco stop in denver	atis_flight	O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-stoploc.city_name	9	0 0 0 0 3 0 0 71 0 112 113 0 0 101
391	show me fares less than 400 dollars for flights from dallas to baltimore	atis_airfare	O O O B-cost_relative O B-fare_amount I-fare_amount O O O B-fromloc.city_name O B-toloc.city_name	2	0 0 0 30 0 56 57 0 0 0 71 0 112
675	i'd like a flight from kansas city to los angeles that arrives in los angeles in the late afternoon	atis_flight	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-toloc.city_name I-toloc.city_name O O B-arrive_time.period_of_day I-arrive_time.period_of_day	9	0 0 0 0 0 71 72 0 112 113 0 0 0 112 113 0 0 17 18
1911	what is the distance from la guardia to new york's downtown	atis_distance	O O O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name I-toloc.city_name O	8	0 0 0 0 0 69 70 0 112 113 0
1825	what is your earliest flight from boston to washington on august twenty seventh	atis_flight	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number	9	0 0 0 61 0 0 71 0 112 0 39 37 38
696	what is ewr	atis_abbreviation	O O B-airport_code	0	0 0 5
1177	show me the earliest flight on wednesday from baltimore to newark	atis_flight	O O O B-flight_mod O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name	9	0 0 0 61 0 0 36 0 71 0 112
1927	please find a flight on delta from philadelphia to san francisco and give me the flight numbers	atis_flight	O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O O	9	0 0 0 0 0 3 0 71 0 112 113 0 0 0 0 0 0
2903	what flights from atlanta to toronto	atis_flight	O O O B-fromloc.city_name O B-toloc.city_name	9	0 0 0 71 0 112
1007	please show me the return flight number from toronto to st. petersburg	atis_flight_no	O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	10	0 0 0 0 0 0 0 0 71 0 112 113
383	list least expensive flight from dallas to baltimore	atis_flight	O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name	9	0 30 31 0 0 71 0 112
247	can you list all flights from toronto to san diego	atis_flight	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	9	0 0 0 0 0 0 71 0 112 113
407	eastern flight 825 from atlanta to denver leaving at 555 what type of aircraft is used on that flight	atis_flight	B-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time O O O O O O O O O	9	3 0 63 0 71 0 112 0 0 50 0 0 0 0 0 0 0 0 0
3802	what are the flights between pittsburgh and baltimore on august tenth	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number	9	0 0 0 0 0 71 0 112 0 39 37
3690	i want to fly from cleveland to san diego tomorrow and stop in indianapolis	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.today_relative O O O B-stoploc.city_name	9	0 0 0 0 0 71 0 112 113 40 0 0 0 101
1322	could you tell me about flights from philadelphia to dallas that arrives in the early afternoon	atis_flight	O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-depart_time.period_of_day B-arrive_time.period_of_day	9	0 0 0 0 0 0 0 71 0 112 0 0 0 0 46 17
2494	list all flights leaving san francisco monday afternoon arriving in pittsburgh	atis_flight	O O O O B-fromloc.city_name I-fromloc.city_name B-depart_date.day_name B-depart_time.period_of_day O O B-toloc.city_name	9	0 0 0 0 71 72 36 46 0 0 112
2956	what is the cheapest fare between atlanta and san francisco	atis_airfare	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	2	0 0 0 30 0 0 71 0 112 113
251	can i get a rental car in dallas	atis_ground_service	O O O O B-transport_type I-transport_type O B-city_name	13	0 0 0 0 118 119 0 25
2410	no i want to go from denver to oakland	atis_flight	O O O O O O B-fromloc.city_name O B-toloc.city_name	9	0 0 0 0 0 0 71 0 112
2328	are there any flights from dallas fort worth to boston leaving before 10 am	atis_flight	O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time	9	0 0 0 0 0 71 72 72 0 112 0 52 50 51
1631	what are the cheapest one way flights from denver to atlanta	atis_flight	O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	9	0 0 0 30 96 97 0 0 71 0 112
1020	what are the cities served by delta airlines	atis_city	O O O O O O B-airline_name I-airline_name	7	0 0 0 0 0 0 3 4
2190	i'd like a flight from burbank to tacoma washington	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name	9	0 0 0 0 0 71 0 112 116
90	find the earliest flight from boston to oakland that serves breakfast	atis_flight	O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O B-meal_description	9	0 0 61 0 0 71 0 112 0 0 79
3380	show me all nonstop flights from salt lake city to cincinnati	atis_flight	O O O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name	9	0 0 0 64 0 0 71 72 72 0 112
361	do i get a meal on the atlanta to bwi flight eastern 210	atis_meal	O O O O B-meal O O B-fromloc.city_name O B-toloc.airport_code O B-airline_name B-flight_number	14	0 0 0 0 76 0 0 71 0 109 0 3 63
101	please give me flights available from baltimore to philadelphia	atis_flight	O O O O O O B-fromloc.city_name O B-toloc.city_name	9	0 0 0 0 0 0 71 0 112
3796	flying from pittsburgh to philadelphia on us air	atis_flight	O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name	9	0 0 71 0 112 0 3 4
2935	show flights from pittsburgh to oakland connecting through denver	atis_flight	O O O B-fromloc.city_name O B-toloc.city_name B-connect O B-stoploc.city_name	9	0 0 0 71 0 112 29 0 101
4397	show me the ground transportation in denver	atis_ground_service	O O O O O O B-city_name	13	0 0 0 0 0 0 25
779	please list all united flights between pittsburgh and baltimore	atis_flight	O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name	9	0 0 0 3 0 0 71 0 112
3204	is fare code b the same as business class	atis_abbreviation	O O O B-fare_basis_code O B-mod O B-class_type I-class_type	0	0 0 0 58 0 81 0 27 28
2739	what time does the flight leave denver going to san francisco on continental airlines	atis_flight_time	O B-flight_time O O O O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name	11	0 66 0 0 0 0 71 0 0 112 113 0 3 4
2026	show me ground transportation for boston	atis_ground_service	O O O O O B-city_name	13	0 0 0 0 0 25
1480	all flights to baltimore after 6 pm	atis_flight	O O O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time	9	0 0 0 112 52 50 51
2659	what flights go from boston to atlanta next tuesday	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.date_relative B-depart_date.day_name	9	0 0 0 0 71 0 112 35 36
1968	show me the flights from san diego to newark by way of houston	atis_flight	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name	9	0 0 0 0 0 71 72 0 112 0 0 0 101
75	show me flights from dallas to pittsburgh	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name	9	0 0 0 0 71 0 112
4037	tell me about ground transportation at salt lake city	atis_ground_service	O O O O O O B-city_name I-city_name I-city_name	13	0 0 0 0 0 0 25 26 26
3097	list all flights leaving on thursday morning from new york city to montreal	atis_flight	O O O O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name	9	0 0 0 0 0 36 46 0 71 72 72 0 112
3018	do you have a flight from atlanta to charlotte north carolina next monday	atis_flight	O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name I-toloc.state_name B-depart_date.date_relative B-depart_date.day_name	9	0 0 0 0 0 0 71 0 112 116 117 35 36
3455	list all flights from burbank to denver	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name	9	0 0 0 0 71 0 112
1866	i would like to fly to san francisco early in the day	atis_flight	O O O O O O B-toloc.city_name I-toloc.city_name B-depart_time.period_mod O O O	9	0 0 0 0 0 0 112 113 45 0 0 0
3951	i need a flight from pittsburgh to boston on wednesday the fourteenth	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_number	9	0 0 0 0 0 71 0 112 0 36 0 37
467	how can i get from boston to atlanta and back in the same day and have the most hours on the ground in atlanta	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-return_date.date_relative O O O O O O O O O B-toloc.city_name	9	0 0 0 0 0 71 0 112 0 0 0 0 0 87 0 0 0 0 0 0 0 0 0 112
4203	how many flights does twa have with business class	atis_quantity	O O O O B-airline_code O O B-class_type I-class_type	15	0 0 0 0 2 0 0 27 28
2519	what are all flights from denver to philadelphia on saturday	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name	9	0 0 0 0 0 71 0 112 0 36
3412	show me flights from baltimore to boston	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name	9	0 0 0 0 71 0 112
2242	what flights are there from nashville to houston tomorrow evening that serve dinner	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative B-depart_time.period_of_day O O B-meal_description	9	0 0 0 0 0 71 0 112 40 46 0 0 79
234	ground transportation in baltimore	atis_ground_service	O O O B-city_name	13	0 0 0 25
2880	is the american flight 813 from boston to oakland a flight that goes straight through from boston to oakland without stopping at another city	atis_flight	O O B-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name O O O O O O O B-fromloc.city_name O B-toloc.city_name B-flight_stop I-flight_stop O O O	9	0 0 3 0 63 0 71 0 112 0 0 0 0 0 0 0 71 0 112 64 65 0 0 0
980	what airlines fly between atlanta and san francisco	atis_airline	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	3	0 0 0 0 71 0 112 113
2326	which airlines fly from bwi to dallas fort worth	atis_airline	O O O O B-fromloc.airport_code O B-toloc.city_name I-toloc.city_name I-toloc.city_name	3	0 0 0 0 68 0 112 113 113
3813	are there any flights from new york to montreal canada leaving on thursday	atis_flight	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.country_name O O B-depart_date.day_name	9	0 0 0 0 0 71 72 0 112 114 0 0 36
139	what cities are served by canadian airlines international	atis_city	O O O O O B-airline_name I-airline_name I-airline_name	7	0 0 0 0 0 3 4 4
322	flights from indianapolis to seattle washington	atis_flight	O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name	9	0 0 71 0 112 116
3024	find travel arrangements for a round trip flight from boston to pittsburgh	atis_flight	O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	9	0 0 0 0 0 96 97 0 0 71 0 112
1339	show me all flights on southwest airlines from san diego to san francisco	atis_flight	O O O O O B-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name	9	0 0 0 0 0 3 4 0 71 72 0 112 113
2909	what is the available ground transportation between san francisco and downtown	atis_ground_service	O O O O O O O B-fromloc.city_name I-fromloc.city_name O O	13	0 0 0 0 0 0 0 71 72 0 0
2265	yes i would like to find what flights are available from atlanta to boston on the morning of july seventh	atis_flight	O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number	9	0 0 0 0 0 0 0 0 0 0 0 71 0 112 0 0 46 0 39 37
476	i need a flight from newark to los angeles leaving tomorrow evening	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.today_relative B-depart_time.period_of_day	9	0 0 0 0 0 71 0 112 113 0 40 46
3824	how much does it cost to go from downtown to logan airport	atis_airfare	O O O O O O O O O O B-toloc.airport_name I-toloc.airport_name	2	0 0 0 0 0 0 0 0 0 0 110 111
1973	show me round trip fares from new york to miami	atis_airfare	O O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name	2	0 0 96 97 0 0 71 72 0 112
4442	list airlines serving between denver and san francisco	atis_airline	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	3	0 0 0 0 71 0 112 113
584	i want to arrive in detroit around 6 pm and i'm leaving from chicago	atis_flight	O O O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O O O B-fromloc.city_name	9	0 0 0 0 0 112 23 21 22 0 0 0 0 71
4327	what are the delta flights from dallas to boston	atis_flight	O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name	9	0 0 0 3 0 0 71 0 112
3210	show me round trip fares from baltimore to philadelphia	atis_airfare	O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	2	0 0 96 97 0 0 71 0 112
4116	flights on twa from columbus to st. louis	atis_flight	O O B-airline_code O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	9	0 0 2 0 71 0 112 113
3870	what flights from las vegas to phoenix on saturday	atis_flight	O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name	9	0 0 0 71 72 0 112 0 36
1013	i need an early flight from denver to san francisco please and i would like breakfast served on that	atis_flight	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O B-meal_description O O O	9	0 0 0 61 0 0 71 0 112 113 0 0 0 0 0 79 0 0 0
416	show me ground transportation information for pittsburgh	atis_ground_service	O O O O O O B-city_name	13	0 0 0 0 0 0 25
1912	is there a delta flight from boston to san francisco that stops in denver	atis_flight	O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name	9	0 0 0 3 0 0 71 0 112 113 0 0 0 101
4300	i want to fly from boston to san francisco via dallas fort worth on american airlines	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-stoploc.city_name I-stoploc.city_name I-stoploc.city_name O B-airline_name I-airline_name	9	0 0 0 0 0 71 0 112 113 0 101 102 102 0 3 4
631	is there a flight leaving at 1505 from pittsburgh to baltimore on july twenty fifth 1991	atis_flight	O O O O O O B-depart_time.time O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-depart_date.year	9	0 0 0 0 0 0 50 0 71 0 112 0 39 37 38 42
1833	nonstop flights from seattle to denver	atis_flight	B-flight_stop O O B-fromloc.city_name O B-toloc.city_name	9	64 0 0 71 0 112
2929	show me flights from boston to philadelphia on a monday	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name	9	0 0 0 0 71 0 112 0 0 36
699	what is the fare for flights from denver to atlanta	atis_airfare	O O O O O O O B-fromloc.city_name O B-toloc.city_name	2	0 0 0 0 0 0 0 71 0 112
2329	what is the earliest flight leaving boston and arriving in atlanta on november seventh	atis_flight	O O O B-flight_mod O O B-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number	9	0 0 0 61 0 0 71 0 0 0 112 0 12 10
3005	list all flights from baltimore to philadelphia	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name	9	0 0 0 0 71 0 112
107	i want to fly from denver to san francisco	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	9	0 0 0 0 0 71 0 112 113
504	is there a plane from boston to washington	atis_aircraft	O O O O O B-fromloc.city_name O B-toloc.city_name	1	0 0 0 0 0 71 0 112
313	what planes does united use	atis_aircraft	O O O B-airline_name O	1	0 0 0 3 0
975	afternoon flight from denver to san francisco	atis_flight	B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	9	46 0 0 71 0 112 113
4251	what are all the flights between san francisco and boston	atis_flight	O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name	9	0 0 0 0 0 0 71 72 0 112
1241	flight information from san francisco to pittsburgh	atis_flight	O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name	9	0 0 0 71 72 0 112
2426	what flights from miami to indianapolis	atis_flight	O O O B-fromloc.city_name O B-toloc.city_name	9	0 0 0 71 0 112
1525	what are the morning flights from boston to philadelphia	atis_flight	O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name	9	0 0 0 46 0 0 71 0 112
2974	please list all flights from oakland to dallas on sunday morning	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day	9	0 0 0 0 0 71 0 112 0 36 46
2764	i need a united airlines flight from denver to baltimore on saturday	atis_flight	O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name	9	0 0 0 3 4 0 0 71 0 112 0 36
2786	do you have a 747 that flies from san francisco to baltimore	atis_flight	O O O O B-aircraft_code O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name	9	0 0 0 0 1 0 0 0 71 72 0 112
2023	show me the flights from denver to pittsburgh and atlanta	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O B-toloc.city_name	9	0 0 0 0 0 71 0 112 0 112
3620	i'd like information on all the flights from san francisco to pittsburgh on tuesday	atis_flight	O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name	9	0 0 0 0 0 0 0 0 71 72 0 112 0 36
3013	tell me about flights from toronto to salt lake city leaving after 530 pm	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time	9	0 0 0 0 0 71 0 112 113 113 0 52 50 51
3585	i'd like to arrange a flight from pittsburgh to atlanta	atis_flight	O O O O O O O B-fromloc.city_name O B-toloc.city_name	9	0 0 0 0 0 0 0 71 0 112
2965	show me the flights from washington to boston	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name	9	0 0 0 0 0 71 0 112
615	i would like to fly from st. paul to san jose monday morning from san jose to houston tuesday morning and from houston to st. paul on wednesday morning	atis_flight	O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day	9	0 0 0 0 0 0 71 72 0 112 113 36 46 0 71 72 0 112 36 46 0 0 71 0 112 113 0 36 46
4013	i need to catch an evening flight from boston to philadelphia on august first	atis_flight	O O O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number	9	0 0 0 0 0 46 0 0 71 0 112 0 39 37
3394	i'd like to arrange a trip to baltimore on january first	atis_flight	O O O O O O O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number	9	0 0 0 0 0 0 0 112 0 39 37
3286	show me flights from atlanta to washington dc on wednesday evening	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name B-depart_time.period_of_day	9	0 0 0 0 71 0 112 115 0 36 46
918	i'd like to fly from boston to oakland through denver	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O B-stoploc.city_name	9	0 0 0 0 0 71 0 112 0 101
3556	what is the airfare from pittsburgh to atlanta	atis_airfare	O O O O O B-fromloc.city_name O B-toloc.city_name	2	0 0 0 0 0 71 0 112
97	please show me flights from pittsburgh to atlanta on wednesday morning serving breakfast	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O B-meal_description	9	0 0 0 0 0 71 0 112 0 36 46 0 79
857	i want to fly united airlines from boston to denver	atis_flight	O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name	9	0 0 0 0 3 4 0 71 0 112
3882	all flights from pittsburgh to philadelphia that arrive at 6 o'clock next tuesday	atis_flight	O O O B-fromloc.city_name O B-toloc.city_name O O O B-arrive_time.time I-arrive_time.time B-arrive_date.date_relative B-arrive_date.day_name	9	0 0 0 71 0 112 0 0 0 21 22 8 9
4444	could i have a listing of flights leaving boston going to baltimore leaving wednesday after 2100	atis_flight	O O O O O O O O B-fromloc.city_name O O B-toloc.city_name O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time	9	0 0 0 0 0 0 0 0 71 0 0 112 0 36 52 50
2598	i'd like a flight from st. petersburg to miami on that next thursday	atis_flight	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.date_relative B-depart_date.day_name	9	0 0 0 0 0 71 72 0 112 0 0 35 36
4393	give me a flight from baltimore to newark that arrives as early as possible	atis_flight	O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O	9	0 0 0 0 0 71 0 112 0 0 0 0 0 0
2589	what are the flight numbers of the flights which go from san francisco to washington via indianapolis	atis_flight_no	O O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-stoploc.city_name	10	0 0 0 0 0 0 0 0 0 0 0 71 72 0 112 0 101
4266	i would like to find a flight from kansas city to salt lake city on delta and arriving at about 8 o'clock in the evening could you please tell me the aircraft and the flight number thank you	atis_flight	O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-airline_name O O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O B-arrive_time.period_of_day O O O O O O O O O O O O O	9	0 0 0 0 0 0 0 0 71 72 0 112 113 113 0 3 0 0 0 23 21 22 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0
1105	show me flights from pittsburgh to philadelphia	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name	9	0 0 0 0 71 0 112
3756	first class round trip airfare from indianapolis to memphis	atis_airfare	B-class_type I-class_type B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	2	27 28 96 97 0 0 71 0 112
2232	what ground transport is available in minneapolis	atis_ground_service	O O O O O O B-city_name	13	0 0 0 0 0 0 25
2649	how do i get to philadelphia downtown from the airport	atis_ground_service	O O O O O B-toloc.city_name O O O O	13	0 0 0 0 0 112 0 0 0 0
3753	which flights are between boston and baltimore washington	atis_flight	O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name	9	0 0 0 0 71 0 112 116
103	flights from denver to baltimore between 10 am and 2 pm	atis_flight	O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time	9	0 0 71 0 112 0 48 49 0 43 44
2198	does delta aircraft fly dc10	atis_aircraft	O B-airline_name O O B-aircraft_code	1	0 3 0 0 1
3967	list united flights from denver to san francisco on tuesdays or wednesdays	atis_flight	O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-or B-depart_date.day_name	9	0 3 0 0 71 0 112 113 0 36 83 36
1261	list flights leaving dallas on saturday and arriving in san francisco before 4 pm	atis_flight	O O O B-fromloc.city_name O B-depart_date.day_name O O O B-toloc.city_name I-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time	9	0 0 0 71 0 36 0 0 0 112 113 23 21 22
694	does united airlines fly from boston to dallas fort worth	atis_flight	O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name	9	0 3 4 0 0 71 0 112 113 113
599	show me one way flights from tampa to st. louis departing before 10 am	atis_flight	O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time	9	0 0 96 97 0 0 71 0 112 113 0 52 50 51
