id	utterance	slot_labels	intent	intent_ID	slots_ID
12	please show me airfare of flight us 345 from boston to pittsburgh	O O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 82 91 2 82 38 82 155
13	find the cheapest one way fare from boston to san francisco	O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 87 46 47 82 82 38 82 155 156
14	please give me round trip fares from pittsburgh to philadelphia	O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 46 47 82 82 38 82 155
15	what is the price of american airlines flight 19 from new york to los angeles	O O O O O B-airline_name I-airline_name O B-flight_number O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 82 82 82 149 150 82 2 82 38 39 82 155 156
16	show me the coach fares from baltimore to dallas	O O O B-class_type O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 24 82 82 38 82 155
17	could you please give me a one way fare from pittsburgh to atlanta	O O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 82 46 47 82 82 38 82 155
18	give me fares from atlanta to baltimore	O O O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 38 82 155
19	what is the lowest price fare from atlanta to san francisco on flight delta 82 and delta 139	O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-airline_name B-flight_number O B-airline_name B-flight_number	atis_airfare	0	82 82 82 87 88 82 82 38 82 155 156 82 82 149 2 82 149 2
20	what is the airfare between denver and pittsburgh	O O O O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 38 82 155
21	show me the cheapest one way tickets from atlanta to dallas	O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 87 46 47 82 82 38 82 155
22	what are the prices of the flights from dallas to baltimore	O O O O O O O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 82 82 82 38 82 155
23	would you tell me the cheapest one way fare from boston to oakland	O O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 87 46 47 82 82 38 82 155
24	show me fares from philadelphia to san francisco on thursday morning	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day	atis_airfare	0	82 82 82 82 38 82 155 156 82 113 52
25	could you find me the cheapest fare from boston to san francisco	O O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 82 82 82 87 82 82 38 82 155 156
26	what are the first class and coach fares for flights from chicago to kansas city arriving around 7 pm next thursday	O O O B-class_type I-class_type O B-class_type O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_date.date_relative B-arrive_date.day_name	atis_airfare	0	82 82 82 24 25 82 24 82 82 82 82 38 82 155 156 82 12 143 144 101 64
27	find me the cheapest one way fare i can get from boston to denver	O O O B-cost_relative B-round_trip I-round_trip O O O O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 87 46 47 82 82 82 82 82 38 82 155
28	what does it cost to fly from boston to oakland on united airlines	O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name	atis_airfare	0	82 82 82 82 82 82 82 38 82 155 82 149 150
29	how much is a flight from washington to montreal	O O O O O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 82 38 82 155
30	what are the lowest one way fares from atlanta to pittsburgh	O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 87 46 47 82 82 38 82 155
31	show me the airfare from pittsburgh to san francisco	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 82 82 82 38 82 155 156
32	what are the most expensive first class tickets between boston and san francisco	O O O B-cost_relative I-cost_relative B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 82 87 88 24 25 82 82 38 82 155 156
33	what would be cost of a round trip from pittsburgh to san francisco	O O O O O O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 82 82 82 82 46 47 82 38 82 155 156
34	what is the price of a first class ticket from milwaukee to san francisco round trip	O O O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-round_trip I-round_trip	atis_airfare	0	82 82 82 82 82 82 24 25 82 82 38 82 155 156 46 47
35	what are the costs of flights from dallas to boston tomorrow	O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative	atis_airfare	0	82 82 82 82 82 82 82 38 82 155 83
36	what's the cheapest round trip fare between boston and washington	O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 87 46 47 82 82 38 82 155
37	round trip fares from denver to philadelphia less than 1000 dollars	B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount	atis_airfare	0	46 47 82 82 38 82 155 87 82 48 49
38	what are the fares for flights from la to newark leaving monday morning	O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day	atis_airfare	0	82 82 82 82 82 82 82 38 82 155 82 113 52
39	how much is a first class ticket from baltimore to san francisco	O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 82 82 24 25 82 82 38 82 155 156
40	could you please give me the round trip fare from denver to atlanta	O O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 82 46 47 82 82 38 82 155
41	what is the cost of a ticket going from denver to boston july twenty fifth 1991	O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-depart_date.year	atis_airfare	0	82 82 82 82 82 82 82 82 82 38 82 155 103 95 96 123
42	what is the price of business class from boston to san francisco on twa	O O O O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_code	atis_airfare	0	82 82 82 82 82 24 25 82 38 82 155 156 82 91
43	show me the cheapest fare from dallas to baltimore	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 87 82 82 38 82 155
44	cheapest fare from indianapolis to seattle	B-cost_relative O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	87 82 82 38 82 155
45	all fares and flights from philadelphia	O O O O O B-fromloc.city_name	atis_airfare	0	82 82 82 82 82 38
46	what is the first class fare for a round trip dallas to denver	O O O B-class_type I-class_type O O O B-round_trip I-round_trip B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 24 25 82 82 82 46 47 38 82 155
47	round trip fares from baltimore to philadelphia under 1000 dollars	B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount	atis_airfare	0	46 47 82 82 38 82 155 87 48 49
48	what is the cheapest ticket from baltimore to san francisco on friday august thirtieth	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number	atis_airfare	0	82 82 82 87 82 82 38 82 155 156 82 113 103 95
49	i'd like a ticket from denver to atlanta with a stopover in pittsburgh is this possible	O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name O O O	atis_airfare	0	82 82 82 82 82 38 82 155 82 82 82 82 26 82 82 82
50	what is the fare going one way on november seventh from denver to oakland	O O O O O B-round_trip I-round_trip O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 46 47 82 103 95 82 38 82 155
51	what is the least expensive one way fare from boston to pittsburgh	O O O B-cost_relative I-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 87 88 46 47 82 82 38 82 155
52	what's the cheapest fare from san francisco to baltimore	O O B-cost_relative O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 87 82 82 38 39 82 155
53	what is the cheapest one way ticket from denver to pittsburgh	O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 87 46 47 82 82 38 82 155
54	please list fares for all the flights from atlanta to philadelphia on august the first	O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name O B-depart_date.day_number	atis_airfare	0	82 82 82 82 82 82 82 82 38 82 155 82 103 82 95
55	what is the cost of round trip ticket first class between oakland and atlanta	O O O O O B-round_trip I-round_trip O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 46 47 82 24 25 82 38 82 155
56	what is the fare on american airlines flight 928 from dallas fort worth to boston	O O O O O B-airline_name I-airline_name O B-flight_number O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 149 150 82 2 82 38 39 39 82 155
57	how much is a round trip first class fare between boston and washington	O O O O B-round_trip I-round_trip B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 46 47 24 25 82 82 38 82 155
58	round trip air fares from pittsburgh to philadelphia less than 1000 dollars	B-round_trip I-round_trip O O O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount	atis_airfare	0	46 47 82 82 82 38 82 155 87 82 48 49
59	and how much does it cost to travel from boston airport to downtown	O O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O	atis_airfare	0	82 82 82 82 82 82 82 82 82 99 100 82 82
60	show me the one way fares from san diego to miami nonstop	O O O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-flight_stop	atis_airfare	0	82 82 82 46 47 82 82 38 39 82 155 151
61	what is the cheapest one way fare from atlanta to boston	O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 87 46 47 82 82 38 82 155
62	i would like to know the first class fare on a flight from baltimore to denver	O O O O O O B-class_type I-class_type O O O O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 82 24 25 82 82 82 82 82 38 82 155
63	what is the cheapest fare between boston and san francisco	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 82 87 82 82 38 82 155 156
64	what is the lowest fare from denver to atlanta	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 87 82 82 38 82 155
65	what is the round trip fare on continental 1291 from dallas to san francisco and return	O O O B-round_trip I-round_trip O O B-airline_name B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-round_trip	atis_airfare	0	82 82 82 46 47 82 82 149 2 82 38 82 155 156 82 46
66	i would like the fare on the us air 1039 from denver to pittsburgh on april twenty	O O O O O O O B-airline_name I-airline_name B-flight_number O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number	atis_airfare	0	82 82 82 82 82 82 82 149 150 2 82 38 82 155 82 103 95
67	what're the lowest one way fares from denver to atlanta	O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 87 46 47 82 82 38 82 155
68	i would like to see the economy fares for denver to philadelphia	O O O O O O B-economy O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 82 10 82 82 38 82 155
69	round trip air fares from baltimore to philadelphia less than 1000 dollars	B-round_trip I-round_trip O O O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount	atis_airfare	0	46 47 82 82 82 38 82 155 87 82 48 49
70	show me all fares between philadelphia and san francisco that are less than 200 dollars one way	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-cost_relative O B-fare_amount I-fare_amount B-round_trip I-round_trip	atis_airfare	0	82 82 82 82 82 38 82 155 156 82 82 87 82 48 49 46 47
71	show me fares leaving on tuesdays from denver to dallas	O O O O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 113 82 38 82 155
72	what's the cheapest round trip fare between dallas and baltimore	O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 87 46 47 82 82 38 82 155
73	first class round trip airfare from indianapolis to memphis	B-class_type I-class_type B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	24 25 46 47 82 82 38 82 155
74	how much does flight ua 297 from denver to san francisco cost	O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O	atis_airfare	0	82 82 82 82 91 2 82 38 82 155 156 82
75	what are the fares for flights between atlanta and dfw provided by delta airlines	O O O O O O O B-fromloc.city_name O B-toloc.airport_code O O B-airline_name I-airline_name	atis_airfare	0	82 82 82 82 82 82 82 38 82 139 82 82 149 150
76	show me one more time the first class fares from baltimore to dallas	O O O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 82 24 25 82 82 38 82 155
77	show me the fare from dallas to san francisco	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 82 82 82 38 82 155 156
78	show prices for all flights from baltimore to dallas on july twenty ninth	O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number	atis_airfare	0	82 82 82 82 82 82 38 82 155 82 103 95 96
79	how much does it cost to fly on american from dallas to baltimore	O O O O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 82 82 82 149 82 38 82 155
80	what is the cheapest one way fare between boston and oakland	O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 87 46 47 82 82 38 82 155
81	us 3724 baltimore to philadelphia what is the fare	B-airline_code B-flight_number B-fromloc.city_name O B-toloc.city_name O O O O	atis_airfare	0	91 2 38 82 155 82 82 82 82
82	please show me fares from denver to san francisco	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 82 82 82 38 82 155 156
83	show me round trip fares from new york to miami	O O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 46 47 82 82 38 39 82 155
84	what is the cheapest fare one way between pittsburgh and denver	O O O B-cost_relative O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 87 82 46 47 82 38 82 155
85	what is the cheapest coach fare from dallas to denver round trip	O O O B-cost_relative B-class_type O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip	atis_airfare	0	82 82 82 87 24 82 82 38 82 155 46 47
86	i would like to find the cheapest one way fare from boston to oakland	O O O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 82 87 46 47 82 82 38 82 155
87	what is the fare on november seventh going one way from pittsburgh to philadelphia	O O O O O B-depart_date.month_name B-depart_date.day_number O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 103 95 82 46 47 82 38 82 155
88	what's the fare from washington to boston	O O O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 38 82 155
89	how much does a first class ticket cost from boston to san francisco round trip	O O O O B-class_type I-class_type O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-round_trip I-round_trip	atis_airfare	0	82 82 82 82 24 25 82 82 82 38 82 155 156 46 47
90	please show me the cost of flight ua 201 from boston to denver and flight ua 343 from boston to denver	O O O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 82 82 91 2 82 38 82 155 82 82 91 2 82 38 82 155
91	what's the first class fare round trip from atlanta to denver	O O B-class_type I-class_type O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 24 25 82 46 47 82 38 82 155
92	what are the first class fares from boston to pittsburgh on thursday	O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name	atis_airfare	0	82 82 82 24 25 82 82 38 82 155 82 113
93	give me the lowest fare from atlanta to denver on may seventh please	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O	atis_airfare	0	82 82 82 87 82 82 38 82 155 82 103 95 82
94	what is the cheapest fare from denver to pittsburgh	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 87 82 82 38 82 155
95	what are the most expensive first class tickets between atlanta and dallas	O O O B-cost_relative I-cost_relative B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 87 88 24 25 82 82 38 82 155
96	coach fares only weekdays for denver to boston	B-class_type O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	24 82 58 59 82 38 82 155
97	show me all the cheapest fares from new york to miami leaving on tuesday	O O O O B-cost_relative O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name	atis_airfare	0	82 82 82 82 87 82 82 38 39 82 155 82 82 113
98	what is the cheapest fare from baltimore to dallas in any class	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O O	atis_airfare	0	82 82 82 87 82 82 38 82 155 82 82 82
99	okay i just want to know the cheapest fare from atlanta to boston	O O O O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 82 82 87 82 82 38 82 155
100	show me the fares for delta flights from dallas to san francisco	O O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 82 82 82 149 82 82 38 82 155 156
101	how much does it cost to fly directly from philadelphia to san francisco on american airlines	O O O O O O O B-flight_stop O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name	atis_airfare	0	82 82 82 82 82 82 82 151 82 38 82 155 156 82 149 150
102	i am looking to get one air fare from baltimore to san francisco on a 747 leaving august twenty seventh	O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-aircraft_code O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number	atis_airfare	0	82 82 82 82 82 82 82 82 82 38 82 155 156 82 82 97 82 103 95 96
103	i'd like to see all the economy fares from baltimore to philadelphia	O O O O O O B-economy O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 82 10 82 82 38 82 155
104	what's the fare for delta flight 217 from dallas to san francisco	O O O O B-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 82 82 149 82 2 82 38 82 155 156
105	what is the least expensive airfare between boston and baltimore	O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 87 88 82 82 38 82 155
106	what is the first class fare from baltimore to dallas	O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 24 25 82 82 38 82 155
107	what is the cost of a round trip ticket flying from boston to dallas dallas to oakland leaving july first	O O O O O O B-round_trip I-round_trip O O O B-fromloc.city_name O B-toloc.city_name B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number	atis_airfare	0	82 82 82 82 82 82 46 47 82 82 82 38 82 155 38 82 155 82 103 95
108	show me round trip fares between san francisco and washington dc	O O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_code	atis_airfare	0	82 82 46 47 82 82 38 39 82 155 93
109	what is the least expensive fare from baltimore to san francisco leaving on september thirtieth	O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number	atis_airfare	0	82 82 82 87 88 82 82 38 82 155 156 82 82 103 95
110	what is the lowest fare united charges between boston and san francisco	O O O B-cost_relative O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 82 87 82 149 82 82 38 82 155 156
111	show me the cheapest round trip fares from san francisco to salt lake city	O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 82 87 46 47 82 82 38 39 82 155 156 156
112	what are the coach fares for flights from charlotte to newark tuesday afternoon	O O O B-class_type O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day	atis_airfare	0	82 82 82 24 82 82 82 82 38 82 155 113 52
113	show me the air fare for the flights from baltimore to dallas	O O O O O O O O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 82 82 82 82 38 82 155
114	please find the cheapest fare from boston to san francisco	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 82 87 82 82 38 82 155 156
115	give me the least expensive first class round trip ticket on us air from cleveland to miami	O O O B-cost_relative I-cost_relative B-class_type I-class_type B-round_trip I-round_trip O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 87 88 24 25 46 47 82 82 149 150 82 38 82 155
116	what is your least expensive fare between atlanta and boston	O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 87 88 82 82 38 82 155
117	find the cheapest one way fare from pittsburgh to san francisco	O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 87 46 47 82 82 38 82 155 156
118	what's the lowest round trip fare from atlanta to pittsburgh	O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 87 46 47 82 82 38 82 155
119	hi could i get a one way ticket from milwaukee to orlando	O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 46 47 82 82 38 82 155
120	round trip fares from baltimore to philadelphia under 1000 dollars	B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount	atis_airfare	0	46 47 82 82 38 82 155 87 48 49
121	dl 296 denver to philadelphia what is the fare	B-airline_code B-flight_number B-fromloc.city_name O B-toloc.city_name O O O O	atis_airfare	0	91 2 38 82 155 82 82 82 82
122	what is the cheapest fare that i can get between philadelphia and san francisco	O O O B-cost_relative O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 82 87 82 82 82 82 82 82 38 82 155 156
123	what is the fare from philadelphia to pittsburgh business class one way	O O O O O B-fromloc.city_name O B-toloc.city_name B-class_type I-class_type B-round_trip I-round_trip	atis_airfare	0	82 82 82 82 82 38 82 155 24 25 46 47
124	what is the fare on continental 271 from dallas to san francisco	O O O O O B-airline_name B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	82 82 82 82 82 149 2 82 38 82 155 156
125	what is the cheapest round trip fare from pittsburgh to atlanta	O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 87 46 47 82 82 38 82 155
126	what is the cheapest fare for a one way flight from boston to atlanta	O O O B-cost_relative O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 87 82 82 82 46 47 82 82 38 82 155
127	what is the cheapest fare from dallas to denver on delta	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-airline_name	atis_airfare	0	82 82 82 87 82 82 38 82 155 82 149
128	give me the round trip coach fare from dallas to baltimore	O O O B-round_trip I-round_trip B-class_type O O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 46 47 24 82 82 38 82 155
129	i need a first class ticket on united airlines from denver to baltimore scheduled for december seventeenth	O O O B-class_type I-class_type O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number	atis_airfare	0	82 82 82 24 25 82 82 149 150 82 38 82 155 82 82 103 95
130	what are the fares between new york and la on monday morning	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day	atis_airfare	0	82 82 82 82 82 38 39 82 155 82 113 52
131	i'd like information on the least expensive airfare round trip from pittsburgh to boston	O O O O O B-cost_relative I-cost_relative O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	82 82 82 82 82 87 88 82 46 47 82 38 82 155
