ID	TEXT	INTENT	SLOTS	INTENT_ID	SLOTS_ID
10413	when is one by one playing	SearchScreeningEvent	O O B-movie_name I-movie_name I-movie_name O	6	0 0 26 27 27 0
9470	which is the nearest cinema showing a cooler climate that starts now	SearchScreeningEvent	O O O B-spatial_relation B-object_location_type O B-movie_name I-movie_name I-movie_name O O B-timeRange	6	0 0 0 63 32 0 26 27 27 0 0 67
9486	find me royal astronomy	SearchCreativeWork	O O B-object_name I-object_name	5	0 0 34 35
1953	find a reservation for three in ansonia mi	BookRestaurant	O O O O B-party_size_number O B-city B-state	1	0 0 0 0 44 0 6 65
1427	book a restaurant in al at oak ridge	BookRestaurant	O O B-restaurant_type O B-state O B-city I-city	1	0 0 55 0 65 0 6 7
12131	play the tv show wicked city	SearchCreativeWork	O O B-object_type I-object_type B-object_name I-object_name	5	0 0 40 41 34 35
6745	what s the forecast for mt next week	GetWeather	O O O O O B-state B-timeRange I-timeRange	2	0 0 0 0 0 65 67 68
3611	what is the forecast for dr julian g bruce st george island state park for rainy weather	GetWeather	O O O O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi O B-condition_description O	2	0 0 0 0 0 22 23 23 23 23 23 23 23 23 0 8 0
10502	what s the weather in gabon	GetWeather	O O O O O B-country	2	0 0 0 0 0 10
7750	i want the complete global albums collection	SearchCreativeWork	O O B-object_name I-object_name I-object_name I-object_name I-object_name	5	0 0 34 35 35 35 35
5411	open last fm and play the top song from daniel lee chee hun	PlayMusic	O B-service I-service O O O B-sort B-music_item O B-artist I-artist I-artist I-artist	3	0 59 60 0 0 0 61 30 0 3 4 4 4
4618	what will the weather be like at my current spot on january the 19th	GetWeather	O O O O O O O O B-current_location I-current_location O B-timeRange I-timeRange I-timeRange	2	0 0 0 0 0 0 0 0 14 15 0 67 68 68
3746	list films at the nearest movie house	SearchScreeningEvent	O B-movie_type O O B-spatial_relation B-object_location_type I-object_location_type	6	0 28 0 0 63 32 33
10656	add janie jones to my indie pop	AddToPlaylist	O B-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist	0	0 16 17 0 47 45 46
8198	what s on the movie schedules at amco entertainment	SearchScreeningEvent	O O O O B-object_type I-object_type O B-location_name I-location_name	6	0 0 0 0 40 41 0 24 25
2517	rate a pelican at blandings a 2	RateBook	O B-object_name I-object_name I-object_name I-object_name O B-rating_value	4	0 34 35 35 35 0 52
8882	play me the most popular arthur johnston song	PlayMusic	O O O B-sort I-sort B-artist I-artist B-music_item	3	0 0 0 61 62 3 4 30
4667	rate the current novel five of 6 points	RateBook	O O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit	4	0 0 38 40 52 0 5 51
8956	book a spot for wilma gay and i at the gowanus yacht club in montenegro	BookRestaurant	O O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-country	1	0 0 0 0 42 43 43 43 0 53 54 54 54 0 10
11674	play music by blowfly from the seventies	PlayMusic	O O O B-artist O O B-year	3	0 0 0 3 0 0 71
7553	add jack be nimble to my reggae bombastic list	AddToPlaylist	O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist O	0	0 16 17 17 0 47 45 46 0
8171	book spot at a balinese joint	BookRestaurant	O O O O B-cuisine B-restaurant_type	1	0 0 0 0 12 55
1107	will it be windy in breaux bridge turks and caicos islands eleven hours from now	GetWeather	O O O B-condition_description O B-city I-city B-country I-country I-country I-country B-timeRange I-timeRange I-timeRange I-timeRange	2	0 0 0 8 0 6 7 10 11 11 11 67 68 68 68
763	the book history of shit should be rated 2 out of 6	RateBook	O B-object_type B-object_name I-object_name I-object_name O O O B-rating_value O O B-best_rating	4	0 40 34 35 35 0 0 0 52 0 0 5
6886	play the song victim of changes from hawkshaw hawkins on spotify	PlayMusic	O O B-music_item B-track I-track I-track O B-artist I-artist O B-service	3	0 0 30 69 70 70 0 3 4 0 59
8	find fish story	SearchScreeningEvent	O B-movie_name I-movie_name	6	0 26 27
1061	find a reservation at the roseland theater at 10 pm	BookRestaurant	O O O O O B-restaurant_name I-restaurant_name O B-timeRange I-timeRange	1	0 0 0 0 0 53 54 0 67 68
5062	where to buy painting target practice	SearchCreativeWork	O O O B-object_type B-object_name I-object_name	5	0 0 0 40 34 35
3698	rate the current book two of 6 stars	RateBook	O O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit	4	0 0 38 40 52 0 5 51
2036	find family feud novel	SearchCreativeWork	O B-object_name I-object_name B-object_type	5	0 34 35 40
5703	please play me some satire music	PlayMusic	O O O O B-genre O	3	0 0 0 0 20 0
2054	what s the weather like today in sierra blanca	GetWeather	O O O O O B-timeRange O B-city I-city	2	0 0 0 0 0 67 0 6 7
3991	can you find fire escape in the sky: the godlike genius of scott walker	SearchCreativeWork	O O O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name	5	0 0 0 34 35 35 35 35 35 35 35 35 35 35
1623	what movies are on the movie schedules for five hours from now in the neighbourhood	SearchScreeningEvent	O B-movie_type O O O B-object_type I-object_type O B-timeRange I-timeRange I-timeRange I-timeRange B-spatial_relation I-spatial_relation I-spatial_relation	6	0 28 0 0 0 40 41 0 67 68 68 68 63 64 64
4984	rate the previous textbook a 4 out of 6	RateBook	O O B-object_select B-object_type O B-rating_value O O B-best_rating	4	0 0 38 40 0 52 0 0 5
2236	at two am i need reservations for my friends and i at irma hotel	BookRestaurant	O B-timeRange I-timeRange O O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O B-restaurant_name I-restaurant_name	1	0 67 68 0 0 0 0 42 43 43 43 0 53 54
7954	i d like seats for one at a restaurant in 1 hour at a place in la madera that has parking	BookRestaurant	O O O O O B-party_size_number O O B-restaurant_type B-timeRange I-timeRange I-timeRange O O O O B-city I-city O O B-facility	1	0 0 0 0 0 44 0 0 55 67 68 68 0 0 0 0 6 7 0 0 18
11663	is it freezing in prompton	GetWeather	O O B-condition_temperature O B-city	2	0 0 9 0 6
10814	book a table for seven in walpole	BookRestaurant	O O O O B-party_size_number O B-city	1	0 0 0 0 44 0 6
2900	please search for the tv series titled i need romance	SearchCreativeWork	O O O O B-object_type I-object_type O B-object_name I-object_name I-object_name	5	0 0 0 0 40 41 0 34 35 35
4706	i want to eat a a brasserie that serves muffuletta where can i get a reservation	BookRestaurant	O O O O O O B-restaurant_type O O B-served_dish O O O O O O	1	0 0 0 0 0 0 55 0 0 57 0 0 0 0 0 0
12028	add this is status quo to teddy riley	AddToPlaylist	O B-playlist I-playlist I-playlist I-playlist O B-artist I-artist	0	0 45 46 46 46 0 3 4
12558	will there be rainfall at one pm in catahoula	GetWeather	O O O B-condition_description O B-timeRange I-timeRange O B-city	2	0 0 0 8 0 67 68 0 6
5279	make reservations at a restaurant in adrian that serves cheese steak	BookRestaurant	O O O O B-restaurant_type O B-city O O B-served_dish I-served_dish	1	0 0 0 0 55 0 6 0 0 57 58
2611	book a spot at a restaurant with wifi that is neighboring suriname	BookRestaurant	O O O O O B-restaurant_type O B-facility O O B-spatial_relation B-country	1	0 0 0 0 0 55 0 18 0 0 63 10
5559	add the artist to the latin jazz playlist	AddToPlaylist	O O B-music_item O O B-playlist I-playlist O	0	0 0 30 0 0 45 46 0
5773	find movie times for films close by	SearchScreeningEvent	O B-object_type I-object_type O B-movie_type B-spatial_relation I-spatial_relation	6	0 40 41 0 28 63 64
5952	i need a table for six at a bar that serves varenyky	BookRestaurant	O O O O O B-party_size_number O O B-restaurant_type O O B-cuisine	1	0 0 0 0 0 44 0 0 55 0 0 12
7903	play a track by titiyo	PlayMusic	O O B-music_item O B-artist	3	0 0 30 0 3
5914	can i get the movie times for in the neighbourhood movies	SearchScreeningEvent	O O O O O B-object_type O B-spatial_relation I-spatial_relation I-spatial_relation B-movie_type	6	0 0 0 0 0 40 0 63 64 64 28
6620	where can i watch the television show you make me hate music	SearchCreativeWork	O O O O O B-object_type I-object_type B-object_name I-object_name I-object_name I-object_name I-object_name	5	0 0 0 0 0 40 41 34 35 35 35 35
3353	find boyish story	SearchCreativeWork	O B-object_name I-object_name	5	0 34 35
12862	book an australian restaurant in moldova	BookRestaurant	O O B-cuisine B-restaurant_type O B-country	1	0 0 12 55 0 10
9318	i want to listen to lastfm play a drop of the hard stuff by joi chua	PlayMusic	O O O O O B-service O B-album I-album I-album I-album I-album I-album O B-artist I-artist	3	0 0 0 0 0 59 0 1 2 2 2 2 2 0 3 4
884	please find me the game called the salvation	SearchCreativeWork	O O O O B-object_type O B-object_name I-object_name	5	0 0 0 0 40 0 34 35
8536	what time does a king in new york play in malco theatres	SearchScreeningEvent	O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O B-location_name I-location_name	6	0 0 0 26 27 27 27 27 0 0 24 25
10386	 book a restaurant in el salvador for 10 people	BookRestaurant	O O B-restaurant_type O B-country I-country O B-party_size_number O	1	0 0 55 0 10 11 0 44 0
6021	rate the book the outlaws of sherwood two stars	RateBook	O O B-object_type B-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit	4	0 0 40 34 35 35 35 52 51
3571	find dipson theatres with swiss army man at 8 p m	SearchScreeningEvent	O B-location_name I-location_name O B-movie_name I-movie_name I-movie_name O B-timeRange I-timeRange I-timeRange	6	0 24 25 0 26 27 27 0 67 68 68
4250	i need a reservation for the berghoff in jamaica in 18 seconds	BookRestaurant	O O O O O B-restaurant_name I-restaurant_name O B-country B-timeRange I-timeRange I-timeRange	1	0 0 0 0 0 53 54 0 10 67 68 68
12488	where is walt: the man behind the myth playing	SearchScreeningEvent	O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O	6	0 0 26 27 27 27 27 27 0
6329	will it be warm in the current place next spring	GetWeather	O O O B-condition_temperature O O B-current_location I-current_location B-timeRange I-timeRange	2	0 0 0 9 0 0 14 15 67 68
2087	what films are showing at kerasotes theatres	SearchScreeningEvent	O B-movie_type O O O B-location_name I-location_name	6	0 28 0 0 0 24 25
6211	what animated movies are showing in the neighbourhood	SearchScreeningEvent	O B-movie_type I-movie_type O O B-spatial_relation I-spatial_relation I-spatial_relation	6	0 28 29 0 0 63 64 64
5936	show me the movie black summer	SearchCreativeWork	O O O B-object_type B-object_name I-object_name	5	0 0 0 40 34 35
902	what are the movie times for movies close by	SearchScreeningEvent	O O O B-object_type I-object_type O B-movie_type B-spatial_relation I-spatial_relation	6	0 0 0 40 41 0 28 63 64
9026	play sound of love from papa mali	PlayMusic	O B-track I-track I-track O B-artist I-artist	3	0 69 70 70 0 3 4
2334	put this dave abbruzzese tune on family road trip	AddToPlaylist	O O B-artist I-artist B-music_item O B-playlist I-playlist I-playlist	0	0 0 3 4 30 0 45 46 46
2609	add third stone from the sun to the concentración playlist	AddToPlaylist	O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O O B-playlist O	0	0 16 17 17 17 17 0 0 45 0
9475	add dimitri fampas s song to my focus now	AddToPlaylist	O B-artist I-artist O B-music_item O B-playlist_owner B-playlist I-playlist	0	0 3 4 0 30 0 47 45 46
8351	find me the martin morning saga	SearchCreativeWork	O O O B-object_name I-object_name B-object_type	5	0 0 0 34 35 40
5120	find the movie schedules at the neighborhood cinema group	SearchScreeningEvent	O O B-object_type I-object_type O O B-location_name I-location_name I-location_name	6	0 0 40 41 0 0 24 25 25
1575	what is the movie schedule for films in the neighbourhood	SearchScreeningEvent	O O O B-object_type I-object_type O B-movie_type B-spatial_relation I-spatial_relation I-spatial_relation	6	0 0 0 40 41 0 28 63 64 64
5489	add jerry dixon to my chill out list	AddToPlaylist	O B-artist I-artist O B-playlist_owner B-playlist I-playlist O	0	0 3 4 0 47 45 46 0
5020	add philip labonte to women of r&b playlist	AddToPlaylist	O B-artist I-artist O B-playlist I-playlist I-playlist O	0	0 3 4 0 45 46 46 0
7944	please book me a table for 6 people at top of the mark in raleigh hills kentucky	BookRestaurant	O O O O O O B-party_size_number O O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-city I-city B-state	1	0 0 0 0 0 0 44 0 0 53 54 54 54 0 6 7 65
290	rate gilgamesh the king 5 out of 6	RateBook	O B-object_name I-object_name I-object_name B-rating_value O O B-best_rating	4	0 34 35 35 52 0 0 5
7407	find the show titled hell on earth 2006	SearchCreativeWork	O O B-object_type O B-object_name I-object_name I-object_name I-object_name	5	0 0 40 0 34 35 35 35
10200	put limey onto my this is astor piazzolla list	AddToPlaylist	O B-entity_name O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O	0	0 16 0 47 45 46 46 46 0
3305	add harry chapin in stress relief playlist	AddToPlaylist	O B-artist I-artist O B-playlist I-playlist O	0	0 3 4 0 45 46 0
6752	will it hail in 1 minute in toms river	GetWeather	O O B-condition_description B-timeRange I-timeRange I-timeRange O B-city I-city	2	0 0 8 67 68 68 0 6 7
1393	add this john tesh tune to the friendesemana playlist	AddToPlaylist	O O B-artist I-artist B-music_item O O B-playlist O	0	0 0 3 4 30 0 0 45 0
6346	play dhafer youssef top-twenty on netflix	PlayMusic	O B-artist I-artist B-sort O B-service	3	0 3 4 61 0 59
2754	play some songs from the fourties by yoshiki fukuyama	PlayMusic	O O O O O B-year O B-artist I-artist	3	0 0 0 0 0 71 0 3 4
4015	book a spot for 8 in hungary on february the 14th	BookRestaurant	O O O O B-party_size_number O B-country O B-timeRange I-timeRange I-timeRange	1	0 0 0 0 44 0 10 0 67 68 68
10046	what is the movie schedule at the fox theatres	SearchScreeningEvent	O O O B-object_type I-object_type O O B-location_name I-location_name	6	0 0 0 40 41 0 0 24 25
8719	add a track to my playlist funk outta here	AddToPlaylist	O O B-music_item O B-playlist_owner O B-playlist I-playlist I-playlist	0	0 0 30 0 47 0 45 46 46
7458	find vegucated starting at zero pm	SearchScreeningEvent	O B-movie_name O O B-timeRange I-timeRange	6	0 26 0 0 67 68
9969	when can i go see the untold story	SearchScreeningEvent	O O O O O B-movie_name I-movie_name I-movie_name	6	0 0 0 0 0 26 27 27
5960	what animated movies are at the closest movie theatre	SearchScreeningEvent	O B-movie_type I-movie_type O O O B-spatial_relation B-object_location_type I-object_location_type	6	0 28 29 0 0 0 63 32 33
12438	book the best joint for 3 people	BookRestaurant	O O B-sort B-restaurant_type O B-party_size_number O	1	0 0 61 55 0 44 0
3118	show me the television show children in need rocks 2013	SearchCreativeWork	O O O B-object_type I-object_type B-object_name I-object_name I-object_name I-object_name I-object_name	5	0 0 0 40 41 34 35 35 35 35
4684	need a table in serbia and montenegro on apr 16 for a party of seven	BookRestaurant	O O O O B-country I-country I-country O B-timeRange I-timeRange O O O O B-party_size_number	1	0 0 0 0 10 11 11 0 67 68 0 0 0 0 44
3059	play some art punk	PlayMusic	O O B-genre I-genre	3	0 0 20 21
6697	rate the war of the roses 2 out of 6	RateBook	O B-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating	4	0 34 35 35 35 35 52 0 0 5
5181	play the cross and the crucible by angela au man sze on google music	PlayMusic	O B-album I-album I-album I-album I-album O B-artist I-artist I-artist I-artist O B-service I-service	3	0 1 2 2 2 2 0 3 4 4 4 0 59 60
9774	add track to punk essentials	AddToPlaylist	O B-music_item O B-playlist I-playlist	0	0 30 0 45 46
9276	play a popular gurdas maan track	PlayMusic	O O B-sort B-artist I-artist B-music_item	3	0 0 61 3 4 30
5993	show me animated movies that are playig at great escape theatres	SearchScreeningEvent	O O B-movie_type I-movie_type O O O O B-location_name I-location_name I-location_name	6	0 0 28 29 0 0 0 0 24 25 25
5568	i want to rate the turbulent term of tyke tiler a 3	RateBook	O O O O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name O B-rating_value	4	0 0 0 0 34 35 35 35 35 35 0 52
11257	where can i find the novel the great irish bake off	SearchCreativeWork	O O O O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name	5	0 0 0 0 0 40 34 35 35 35 35
3289	for this essay i give a posiabble 3 of 6	RateBook	O B-object_select B-object_type O O O O B-rating_value O B-best_rating	4	0 38 40 0 0 0 0 52 0 5
1383	play the game sugarfoot	SearchCreativeWork	O O B-object_type B-object_name	5	0 0 40 34
